Fecha;ALAMEDA;CONCORDIA;CUPRUM;EL LIBERTADOR;HABITAT;INVIERTA;PLANVITAL;PROVIDA;SAN CRISTOBAL;SANTA MARIA;SUMMA;MAGISTER;UNION;PROTECCION;FUTURO;BANNUESTRA;BANGUARDIA;QUALITAS;BANSANDER;LABORAL;PREVIPAN;FOMENTA;GENERA;NORPREVISION;APORTA;ARMONIZA;VALORA;SUMMA BANSANDER;APORTA FOMENTA;CAPITAL;MODELO;UNO
1981-06-01;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;;;;;;
1981-06-02;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;;;;;;
1981-06-03;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;;;;;;
1981-06-04;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;;;;;;
1981-06-05;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;;;;;;
1981-06-06;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;;;;;;
1981-06-07;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;;;;;;
1981-06-08;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;;;;;;
1981-06-09;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;;;;;;
1981-06-10;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;;;;;;
1981-06-11;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;;;;;;
1981-06-12;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;;;;;;
1981-06-13;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;;;;;;
1981-06-14;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;;;;;;
1981-06-15;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;;;;;;
1981-06-16;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;;;;;;;;;;;;;;;;;;;;;
1981-06-17;100,78;101,89;100,13;100,42;100,29;100,36;100,47;100,47;100,67;100,42;100,36;;;;;;;;;;;;;;;;;;;;;
1981-06-18;100,87;101,9;100,19;100,48;100,37;100,47;100,55;100,54;100,75;100,51;100,44;;;;;;;;;;;;;;;;;;;;;
1981-06-19;100,98;101,95;100,27;100,55;100,43;100,57;100,64;100,61;100,84;100,58;100,52;;;;;;;;;;;;;;;;;;;;;
1981-06-20;100,98;101,95;100,27;100,55;100,43;100,57;100,64;100,61;100,84;100,58;100,52;;;;;;;;;;;;;;;;;;;;;
1981-06-21;100,98;101,95;100,27;100,55;100,43;100,57;100,64;100,61;100,84;100,58;100,52;;;;;;;;;;;;;;;;;;;;;
1981-06-22;101,24;102,15;100,47;100,76;100,63;100,89;100,91;100,81;101,08;100,81;100,76;;;;;;;;;;;;;;;;;;;;;
1981-06-23;101,39;102,14;100,55;100,94;100,69;101,0;101,0;100,89;101,16;100,89;100,84;;;;;;;;;;;;;;;;;;;;;
1981-06-24;101,47;102,31;100,63;101,03;100,76;101,1;101,1;100,98;101,24;100,96;100,95;;;;;;;;;;;;;;;;;;;;;
1981-06-25;101,55;102,51;100,7;101,11;100,82;101,21;101,19;101,46;101,32;101,05;101,03;;;;;;;;;;;;;;;;;;;;;
1981-06-26;101,64;102,59;100,77;101,23;100,73;101,31;101,29;101,59;101,4;101,17;101,24;;;;;;;;;;;;;;;;;;;;;
1981-06-27;101,64;102,59;100,77;101,23;100,73;101,31;101,29;101,59;101,4;101,17;101,24;;;;;;;;;;;;;;;;;;;;;
1981-06-28;101,64;102,59;100,77;101,23;100,73;101,31;101,29;101,59;101,4;101,17;101,24;;;;;;;;;;;;;;;;;;;;;
1981-06-29;101,99;102,88;101,0;101,49;100,98;101,63;101,57;101,97;101,64;101,39;101,49;;;;;;;;;;;;;;;;;;;;;
1981-06-30;102,15;103,01;101,11;101,54;101,05;101,73;101,69;102,05;101,72;101,47;101,58;;;;;;;;;;;;;;;;;;;;;
1981-07-01;102,34;103,1;101,18;101,69;101,57;101,83;101,79;102,13;101,95;101,55;101,8;;;;;;;;;;;;;;;;;;;;;
1981-07-02;102,43;103,19;101,3;101,77;101,64;101,94;101,87;102,21;102,03;101,63;101,88;;;;;;;;;;;;;;;;;;;;;
1981-07-03;102,55;103,07;101,33;101,86;101,72;102,06;101,96;102,3;102,12;101,75;101,9;;;;;;;;;;;;;;;;;;;;;
1981-07-04;102,55;103,07;101,33;101,86;101,72;102,06;101,96;102,3;102,12;101,75;101,9;;;;;;;;;;;;;;;;;;;;;
1981-07-05;102,55;103,07;101,33;101,86;101,72;102,06;101,96;102,3;102,12;101,75;101,9;;;;;;;;;;;;;;;;;;;;;
1981-07-06;102,83;103,37;101,56;102,13;101,92;102,42;102,24;102,51;102,35;101,8;102,12;;;;;;;;;;;;;;;;;;;;;
1981-07-07;102,92;103,54;101,64;102,22;102,02;102,54;102,33;102,7;102,44;101,9;102,18;;;;;;;;;;;;;;;;;;;;;
1981-07-08;103,02;103,65;101,67;102,31;102,13;102,67;102,43;102,78;102,41;101,96;102,19;;;;;;;;;;;;;;;;;;;;;
1981-07-09;103,14;103,76;101,82;102,42;101,88;102,79;102,25;102,86;102,49;102,04;102,28;;;;;;;;;;;;;;;;;;;;;
1981-07-10;103,25;103,86;101,96;102,52;101,96;102,92;102,34;103,68;102,56;102,26;102,32;;;;;;;;;;;;;;;;;;;;;
1981-07-11;103,25;103,86;101,96;102,52;101,96;102,92;102,34;103,68;102,56;102,26;102,32;;;;;;;;;;;;;;;;;;;;;
1981-07-12;103,25;103,86;101,96;102,52;101,96;102,92;102,34;103,68;102,56;102,26;102,32;;;;;;;;;;;;;;;;;;;;;
1981-07-13;104,17;104,25;102,23;102,85;102,1;103,34;102,64;103,97;102,81;102,5;102,67;;;;;;;;;;;;;;;;;;;;;
1981-07-14;104,42;104,43;102,27;103,06;102,22;103,51;102,93;104,08;102,85;102,64;102,84;;;;;;;;;;;;;;;;;;;;;
1981-07-15;104,68;104,72;102,43;103,25;102,37;103,74;103,1;104,37;102,92;102,77;103,07;;;;;;;;;;;;;;;;;;;;;
1981-07-16;105,79;104,95;102,61;103,42;102,52;103,99;103,37;104,57;103,1;103,05;103,39;;;;;;;;;;;;;;;;;;;;;
1981-07-17;106,06;105,1;102,72;103,62;102,66;104,29;103,57;104,76;103,25;103,11;103,46;;;;;;;;;;;;;;;;;;;;;
1981-07-18;106,06;105,1;102,72;103,62;102,66;104,29;103,57;104,76;103,25;103,11;103,46;;;;;;;;;;;;;;;;;;;;;
1981-07-19;106,06;105,1;102,72;103,62;102,66;104,29;103,57;104,76;103,25;103,11;103,46;;;;;;;;;;;;;;;;;;;;;
1981-07-20;106,41;105,74;102,89;103,89;102,87;104,97;104,17;105,05;103,52;103,33;103,76;;;;;;;;;;;;;;;;;;;;;
1981-07-21;106,52;105,85;102,93;103,98;102,96;105,11;104,26;105,14;103,6;103,42;103,89;;;;;;;;;;;;;;;;;;;;;
1981-07-22;106,6;105,95;103,05;104,06;103,08;105,2;104,36;105,23;103,68;103,51;103,98;;;;;;;;;;;;;;;;;;;;;
1981-07-23;106,71;106,03;103,13;104,15;103,14;105,28;104,45;105,31;103,78;103,61;104,13;;;;;;;;;;;;;;;;;;;;;
1981-07-24;106,83;106,09;103,21;104,14;103,21;105,44;104,55;105,4;103,7;103,66;104,22;;;;;;;;;;;;;;;;;;;;;
1981-07-25;106,83;106,09;103,21;104,14;103,21;105,44;104,55;105,4;103,7;103,66;104,22;;;;;;;;;;;;;;;;;;;;;
1981-07-26;106,83;106,09;103,21;104,14;103,21;105,44;104,55;105,4;103,7;103,66;104,22;;;;;;;;;;;;;;;;;;;;;
1981-07-27;107,25;106,63;103,44;104,14;103,41;105,84;104,84;105,66;103,97;103,93;104,49;;;;;;;;;;;;;;;;;;;;;
1981-07-28;107,37;106,75;103,52;104,47;103,41;105,88;104,94;105,74;104,31;104,01;104,58;;;;;;;;;;;;;;;;;;;;;
1981-07-29;107,51;106,84;103,6;104,56;103,48;105,95;105,03;105,83;104,38;104,1;104,63;;;;;;;;;;;;;;;;;;;;;
1981-07-30;107,55;106,94;103,72;104,74;103,55;106,15;105,13;105,91;104,59;104,2;104,78;;;;;;;;;;;;;;;;;;;;;
1981-07-31;107,66;107,0;103,81;104,86;103,6;106,32;105,23;106,0;104,67;104,27;104,94;;;;;;;;;;;;;;;;;;;;;
1981-08-01;107,66;107,0;103,81;104,86;103,6;106,32;105,23;106,0;104,67;104,27;104,94;;;;;;;;;;;;;;;;;;;;;
1981-08-02;107,66;107,0;103,81;104,86;103,6;106,32;105,23;106,0;104,67;104,27;104,94;;;;;;;;;;;;;;;;;;;;;
1981-08-03;107,99;107,28;104,04;105,17;103,82;106,59;105,53;106,28;104,91;104,5;105,24;;;;;;;;;;;;;;;;;;;;;
1981-08-04;108,1;107,38;104,11;105,41;103,89;106,69;105,62;106,38;105,01;104,61;105,33;;;;;;;;;;;;;;;;;;;;;
1981-08-05;108,22;107,47;104,2;105,51;104,02;106,88;105,72;106,47;105,09;104,7;105,42;;;;;;;;;;;;;;;;;;;;;
1981-08-06;108,35;107,55;104,28;105,61;104,05;106,96;105,82;106,56;105,08;104,72;105,39;;;;;;;;;;;;;;;;;;;;;
1981-08-07;108,49;107,64;104,35;105,72;104,13;107,1;105,92;106,66;105,16;104,77;105,46;;;;;;;;;;;;;;;;;;;;;
1981-08-08;108,49;107,64;104,35;105,72;104,13;107,1;105,92;106,66;105,16;104,77;105,46;;;;;;;;;;;;;;;;;;;;;
1981-08-09;108,49;107,64;104,35;105,72;104,13;107,1;105,92;106,66;105,16;104,77;105,46;;;;;;;;;;;;;;;;;;;;;
1981-08-10;108,9;108,06;104,61;106,07;104,44;107,37;106,29;106,95;105,48;105,05;105,85;;;;;;;;;;;;;;;;;;;;;
1981-08-11;109,06;108,28;104,7;106,18;104,56;107,35;106,42;107,04;105,63;105,16;105,99;;;;;;;;;;;;;;;;;;;;;
1981-08-12;109,22;108,41;104,82;106,31;104,56;107,61;106,55;107,13;105,73;105,26;106,11;;;;;;;;;;;;;;;;;;;;;
1981-08-13;109,38;108,56;104,93;106,5;104,65;107,93;106,7;107,25;105,87;105,28;106,47;;;;;;;;;;;;;;;;;;;;;
1981-08-14;109,54;109,13;105,07;106,6;104,83;108,25;106,86;107,38;106,02;105,34;106,66;;;;;;;;;;;;;;;;;;;;;
1981-08-15;109,54;109,13;105,07;106,6;104,83;108,25;106,86;107,38;106,02;105,34;106,66;;;;;;;;;;;;;;;;;;;;;
1981-08-16;109,54;109,13;105,07;106,6;104,83;108,25;106,86;107,38;106,02;105,34;106,66;;;;;;;;;;;;;;;;;;;;;
1981-08-17;110,0;109,63;105,78;107,04;105,24;108,76;107,38;107,8;106,47;105,6;107,13;;;;;;;;;;;;;;;;;;;;;
1981-08-18;110,18;109,8;105,93;107,21;105,36;108,92;107,54;107,94;106,59;105,69;107,29;;;;;;;;;;;;;;;;;;;;;
1981-08-19;110,34;110,13;106,44;107,36;105,54;109,07;107,7;108,06;106,73;105,77;107,44;;;;;;;;;;;;;;;;;;;;;
1981-08-20;110,41;110,23;106,32;107,36;105,62;109,12;107,8;108,15;106,77;106,08;107,49;;;;;;;;;;;;;;;;;;;;;
1981-08-21;110,5;110,45;106,49;107,52;105,68;109,44;107,91;108,24;106,88;106,16;107,59;;;;;;;;;;;;;;;;;;;;;
1981-08-22;110,5;110,45;106,49;107,52;105,68;109,44;107,91;108,24;106,88;106,16;107,59;;;;;;;;;;;;;;;;;;;;;
1981-08-23;110,5;110,45;106,49;107,52;105,68;109,44;107,91;108,24;106,88;106,16;107,59;;;;;;;;;;;;;;;;;;;;;
1981-08-24;110,78;110,74;106,81;107,75;105,94;109,78;108,22;108,49;107,15;106,4;107,87;;;;;;;;;;;;;;;;;;;;;
1981-08-25;110,87;110,84;106,9;107,85;106,0;109,91;108,32;108,6;107,25;106,51;107,97;;;;;;;;;;;;;;;;;;;;;
1981-08-26;110,96;110,92;106,98;107,92;106,08;110,01;108,42;108,68;107,33;106,6;108,05;;;;;;;;;;;;;;;;;;;;;
1981-08-27;111,05;111,07;107,07;108,05;106,19;110,05;108,52;108,76;107,44;106,71;108,18;;;;;;;;;;;;;;;;;;;;;
1981-08-28;111,14;111,08;107,16;108,19;106,28;110,46;108,62;108,85;107,61;106,81;108,29;;;;;;;;;;;;;;;;;;;;;
1981-08-29;111,14;111,08;107,16;108,19;106,28;110,46;108,62;108,85;107,61;106,81;108,29;;;;;;;;;;;;;;;;;;;;;
1981-08-30;111,14;111,08;107,16;108,19;106,28;110,46;108,62;108,85;107,61;106,81;108,29;;;;;;;;;;;;;;;;;;;;;
1981-08-31;111,37;111,37;107,41;108,35;106,51;110,69;108,92;109,1;107,84;107,03;108,55;;;;;;;;;;;;;;;;;;;;;
1981-09-01;111,44;111,46;107,51;108,51;106,6;110,84;109,02;109,19;107,93;107,12;108,65;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-02;111,52;111,55;107,65;108,71;106,69;110,93;109,12;109,27;108,03;107,2;108,79;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-03;111,6;111,75;107,78;108,8;106,76;111,07;109,22;109,4;108,11;107,29;108,91;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-04;111,67;111,84;107,86;108,92;106,92;111,15;109,32;109,49;108,29;107,42;109,02;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-05;111,67;111,84;107,86;108,92;106,92;111,15;109,32;109,49;108,29;107,42;109,02;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-06;111,67;111,84;107,86;108,92;106,92;111,15;109,32;109,49;108,29;107,42;109,02;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-07;111,9;112,35;108,12;109,13;107,19;111,43;109,62;109,74;108,53;107,66;109,29;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-08;111,97;112,45;108,21;109,23;107,27;111,52;109,72;109,83;108,61;107,74;109,39;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-09;112,0;112,55;108,33;109,32;107,34;111,59;109,86;109,91;108,68;107,84;109,48;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-10;112,12;112,7;108,46;109,47;107,46;111,74;109,96;109,94;108,8;107,94;109,59;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-11;112,12;112,7;108,46;109,47;107,46;111,74;109,96;109,94;108,8;107,94;109,59;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-12;112,12;112,7;108,46;109,47;107,46;111,74;109,96;109,94;108,8;107,94;109,59;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-13;112,12;112,7;108,46;109,47;107,46;111,74;109,96;109,94;108,8;107,94;109,59;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-14;112,35;113,08;108,88;109,85;107,8;112,37;110,43;110,28;109,1;108,31;109,99;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-15;112,4;113,2;108,96;110,03;107,9;112,52;110,54;110,48;109,21;108,41;110,12;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-16;112,48;113,34;109,09;110,17;108,0;112,74;110,66;110,59;109,32;108,51;110,25;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-17;112,65;113,65;109,37;110,41;108,13;113,05;110,78;110,71;109,47;108,63;110,44;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-18;112,65;113,65;109,37;110,41;108,13;113,05;110,78;110,71;109,47;108,63;110,44;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-19;112,65;113,65;109,37;110,41;108,13;113,05;110,78;110,71;109,47;108,63;110,44;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-20;112,65;113,65;109,37;110,41;108,13;113,05;110,78;110,71;109,47;108,63;110,44;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-21;112,93;114,13;109,7;110,76;108,44;113,42;111,24;111,05;109,86;108,95;110,73;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-22;113,0;114,21;109,78;111,05;108,51;113,51;111,34;111,14;109,94;109,02;110,79;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-23;113,06;114,3;109,87;111,17;108,59;113,67;111,44;111,22;110,04;109,11;110,88;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-24;113,15;114,39;109,89;111,26;108,67;113,69;111,54;111,31;110,14;109,19;110,95;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-25;113,23;114,54;109,96;111,34;108,74;113,8;111,64;111,48;110,27;109,28;111,01;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-26;113,23;114,54;109,96;111,34;108,74;113,8;111,64;111,48;110,27;109,28;111,01;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-27;113,23;114,54;109,96;111,34;108,74;113,8;111,64;111,48;110,27;109,28;111,01;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-28;114,11;114,79;110,15;111,53;108,96;113,95;111,94;111,74;110,5;109,5;111,21;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-29;114,24;114,87;110,25;111,66;109,04;113,96;112,04;111,96;110,73;109,58;111,31;200,0;;;;;;;;;;;;;;;;;;;;
1981-09-30;114,18;114,96;110,36;111,71;109,1;113,95;112,14;112,05;110,81;109,62;111,36;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-01;114,24;115,03;110,45;111,98;109,17;114,27;112,33;112,13;110,89;109,69;111,46;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-02;114,32;115,1;110,54;112,09;109,24;114,42;112,32;112,22;110,96;109,76;111,56;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-03;114,32;115,1;110,54;112,09;109,24;114,42;112,32;112,22;110,96;109,76;111,56;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-04;114,32;115,1;110,54;112,09;109,24;114,42;112,32;112,22;110,96;109,76;111,56;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-05;114,55;115,33;110,82;112,29;109,46;114,72;112,6;112,48;111,2;109,98;111,83;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-06;114,64;115,41;110,89;112,37;109,54;114,74;112,68;112,57;111,28;110,05;111,88;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-07;114,69;115,48;110,98;112,52;109,6;114,81;112,78;112,66;111,3;110,1;111,93;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-08;114,77;115,56;111,13;112,59;109,68;115,21;112,87;112,75;111,38;110,18;112,21;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-09;114,85;115,8;111,23;112,7;109,78;115,22;112,95;112,84;111,49;110,23;112,31;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-10;114,85;115,8;111,23;112,7;109,78;115,22;112,95;112,84;111,49;110,23;112,31;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-11;114,85;115,8;111,23;112,7;109,78;115,22;112,95;112,84;111,49;110,23;112,31;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-12;114,85;115,8;111,23;112,7;109,78;115,22;112,95;112,84;111,49;110,23;112,31;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-13;115,23;116,15;111,77;113,08;110,06;115,56;113,32;113,2;111,87;110,49;112,68;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-14;115,34;116,24;111,87;113,23;110,15;115,67;113,42;113,3;112,0;110,56;112,81;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-15;115,5;116,41;111,96;113,33;110,25;115,76;113,53;113,4;112,17;110,66;112,96;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-16;115,69;116,53;112,11;113,45;110,36;116,11;113,64;113,55;112,28;110,76;113,08;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-17;115,69;116,53;112,11;113,45;110,36;116,11;113,64;113,55;112,28;110,76;113,08;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-18;115,69;116,53;112,11;113,45;110,36;116,11;113,64;113,55;112,28;110,76;113,08;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-19;116,05;117,06;112,43;113,72;110,65;116,49;113,99;113,9;112,7;111,06;113,45;200,0;;;;;;;;;;;;;;;;;;;;
1981-10-20;116,15;117,14;112,51;113,64;110,72;116,56;114,08;113,99;112,79;111,14;113,53;200,57;;;;;;;;;;;;;;;;;;;;
1981-10-21;116,24;117,21;112,57;113,67;110,8;116,61;114,18;114,08;112,88;111,21;113,59;200,81;;;;;;;;;;;;;;;;;;;;
1981-10-22;116,34;117,29;112,64;113,44;110,87;116,69;114,28;114,17;112,97;111,28;113,67;200,96;;;;;;;;;;;;;;;;;;;;
1981-10-23;116,44;117,37;112,71;113,52;110,95;116,8;114,38;114,26;113,05;111,36;113,76;201,1;;;;;;;;;;;;;;;;;;;;
1981-10-24;116,44;117,37;112,71;113,52;110,95;116,8;114,38;114,26;113,05;111,36;113,76;201,1;;;;;;;;;;;;;;;;;;;;
1981-10-25;116,44;117,37;112,71;113,52;110,95;116,8;114,38;114,26;113,05;111,36;113,76;201,1;;;;;;;;;;;;;;;;;;;;
1981-10-26;116,75;117,57;112,91;113,64;111,17;116,99;114,69;114,53;113,32;111,6;113,97;201,48;;;;;;;;;;;;;;;;;;;;
1981-10-27;116,84;117,65;112,98;113,68;111,24;117,09;114,79;114,63;113,4;111,69;114,05;201,61;;;;;;;;;;;;;;;;;;;;
1981-10-28;116,95;117,73;113,11;113,75;111,32;117,15;114,89;114,72;113,5;111,77;114,12;201,74;;;;;;;;;;;;;;;;;;;;
1981-10-29;117,05;117,78;113,18;113,72;111,39;117,2;114,99;114,81;113,59;111,8;113,8;201,86;;;;;;;;;;;;;;;;;;;;
1981-10-30;117,11;117,85;113,26;113,73;111,46;117,23;115,09;114,9;113,67;111,85;113,87;201,98;;;;;;;;;;;;;;;;;;;;
1981-10-31;117,11;117,85;113,26;113,73;111,46;117,23;115,09;114,9;113,67;111,85;113,87;201,98;;;;;;;;;;;;;;;;;;;;
1981-11-01;117,11;117,85;113,26;113,73;111,46;117,23;115,09;114,9;113,67;111,85;113,87;201,98;;;;;;;;;;;;;;;;;;;;
1981-11-02;117,35;118,09;113,43;113,46;111,69;117,44;115,38;115,17;113,95;112,09;114,11;202,36;;;;;;;;;;;;;;;;;;;;
1981-11-03;117,34;118,05;113,48;113,4;111,71;117,52;115,48;115,27;113,89;112,15;114,07;202,48;;;;;;;;;;;;;;;;;;;;
1981-11-04;117,45;118,13;113,56;113,15;111,39;117,58;115,57;115,36;113,99;112,23;114,18;202,61;;;;;;;;;;;;;;;;;;;;
1981-11-05;117,55;118,1;113,62;113,13;111,46;117,65;115,66;115,44;114,08;112,31;114,26;202,76;;;;;;;;;;;;;;;;;;;;
1981-11-06;117,73;118,46;113,67;112,96;111,63;117,72;115,76;115,53;114,3;112,34;114,43;202,91;;;;;;;;;;;;;;;;;;;;
1981-11-07;117,73;118,46;113,67;112,96;111,63;117,72;115,76;115,53;114,3;112,34;114,43;202,91;;;;;;;;;;;;;;;;;;;;
1981-11-08;117,73;118,46;113,67;112,96;111,63;117,72;115,76;115,53;114,3;112,34;114,43;202,91;;;;;;;;;;;;;;;;;;;;
1981-11-09;118,03;118,43;113,58;112,85;111,81;117,77;116,01;115,81;114,51;112,62;114,43;203,37;;;;;;;;;;;;;;;;;;;;
1981-11-10;118,07;118,47;113,27;112,99;111,9;117,84;116,14;115,89;114,6;112,69;114,51;203,59;;;;;;;;;;;;;;;;;;;;
1981-11-11;118,17;118,54;113,35;113,23;112,06;117,92;116,26;115,98;114,82;112,82;114,6;203,85;;;;;;;;;;;;;;;;;;;;
1981-11-12;118,31;118,66;113,58;113,38;112,14;117,84;116,38;116,09;114,8;112,91;114,72;204,11;;;;;;;;;;;;;;;;;;;;
1981-11-13;118,44;118,89;113,75;113,43;112,29;117,89;116,49;116,19;114,83;113,0;114,87;204,65;;;;;;;;;;;;;;;;;;;;
1981-11-14;118,44;118,89;113,75;113,43;112,29;117,89;116,49;116,19;114,83;113,0;114,87;204,65;;;;;;;;;;;;;;;;;;;;
1981-11-15;118,44;118,89;113,75;113,43;112,29;117,89;116,49;116,19;114,83;113,0;114,87;204,65;;;;;;;;;;;;;;;;;;;;
1981-11-16;118,77;119,04;113,87;113,17;112,48;117,49;116,82;116,47;115,06;113,27;115,02;206,06;;;;;;;;;;;;;;;;;;;;
1981-11-17;118,96;119,05;114,08;112,95;112,54;117,44;116,94;116,56;115,14;113,36;114,71;206,52;;;;;;;;;;;;;;;;;;;;
1981-11-18;119,06;119,13;113,87;112,87;112,62;117,46;117,04;116,65;115,25;113,45;114,78;206,97;;;;;;;;;;;;;;;;;;;;
1981-11-19;119,15;119,15;113,86;112,91;112,71;117,53;117,15;116,75;115,35;113,55;114,87;207,61;;;;;;;;;;;;;;;;;;;;
1981-11-20;119,2;119,23;113,92;112,92;112,78;117,15;117,24;116,83;115,43;113,6;114,92;207,79;;;;;;;;;;;;;;;;;;;;
1981-11-21;119,2;119,23;113,92;112,92;112,78;117,15;117,24;116,83;115,43;113,6;114,92;207,79;;;;;;;;;;;;;;;;;;;;
1981-11-22;119,2;119,23;113,92;112,92;112,78;117,15;117,24;116,83;115,43;113,6;114,92;207,79;;;;;;;;;;;;;;;;;;;;
1981-11-23;119,49;119,38;114,13;113,06;112,99;117,7;117,51;117,08;115,71;113,81;115,14;208,33;;;;;;;;;;;;;;;;;;;;
1981-11-24;119,57;119,43;114,2;112,93;113,06;117,81;117,61;117,16;115,81;113,89;115,22;208,51;;;;;;;;;;;;;;;;;;;;
1981-11-25;119,66;119,49;114,26;112,92;113,14;117,85;117,7;117,24;115,9;113,97;115,29;208,7;;;;;;;;;;;;;;;;;;;;
1981-11-26;119,74;119,55;114,3;112,81;113,21;117,93;117,79;117,34;115,99;114,06;115,18;208,89;;;;;;;;;;;;;;;;;;;;
1981-11-27;119,83;119,62;114,25;112,78;113,28;117,95;117,88;117,43;116,04;114,15;115,19;209,09;;;;;;;;;;;;;;;;;;;;
1981-11-28;119,83;119,62;114,25;112,78;113,28;117,95;117,88;117,43;116,04;114,15;115,19;209,09;;;;;;;;;;;;;;;;;;;;
1981-11-29;119,83;119,62;114,25;112,78;113,28;117,95;117,88;117,43;116,04;114,15;115,19;209,09;;;;;;;;;;;;;;;;;;;;
1981-11-30;120,08;119,8;114,45;112,92;113,49;118,12;118,15;117,68;116,3;114,37;115,4;209,61;;;;;;;;;;;;;;;;;;;;
1981-12-01;120,17;119,86;114,52;113,22;113,55;118,19;118,25;117,77;116,38;114,46;115,48;209,74;;;;;;;;;;;;;;;;;;;;
1981-12-02;120,25;119,89;114,41;113,15;113,61;118,24;118,32;117,85;116,41;114,51;115,55;209,87;;;;;;;;;;;;;;;;;;;;
1981-12-03;120,31;119,89;114,47;113,2;113,62;118,32;118,36;117,94;116,44;114,58;115,63;210,0;;;;;;;;;;;;;;;;;;;;
1981-12-04;120,39;119,96;114,53;113,25;113,7;118,39;118,45;118,02;116,52;114,66;115,7;210,13;;;;;;;;;;;;;;;;;;;;
