
Fecha;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
2004-02-12;12.273,55;784322026431;11.807,02;1423363312112;11.852,12;66566404400;12.005,13;127714931615;12.081,05;1844661115257;12.034,31;660187578315;12.383,29;735697693331
2004-02-13;12.263,91;783890734559;11.796,03;1422451185471;11.832,79;66460945594;11.995,09;127605104275;12.065,87;1843266692674;12.018,01;659281289791;12.373,25;735869230614
2004-02-14;12.263,91;783890734559;11.796,03;1422451185471;11.832,79;66460945594;11.995,09;127605104275;12.065,87;1843266692674;12.018,01;659281289791;12.373,25;735869230614
2004-02-15;12.263,91;783890734559;11.796,03;1422451185471;11.832,79;66460945594;11.995,09;127605104275;12.065,87;1843266692674;12.018,01;659281289791;12.373,25;735869230614
2004-02-16;12.294,38;794813952568;11.820,26;1425502067851;11.841,62;66530195655;12.021,51;124994724068;12.094,94;1853176652228;12.047,75;665650831974;12.400,68;742110123406
2004-02-17;12.338,43;798252583754;11.862,64;1433979808850;11.887,42;66852761682;12.065,32;129957438559;12.139,31;1859926679814;12.095,69;669456486685;12.447,86;745809027515
2004-02-18;12.320,90;797562864151;11.837,99;1430966363973;11.883,21;66870289283;12.046,08;129757606546;12.117,34;1856569006509;12.070,74;668079462539;12.425,61;744786139751
2004-02-19;12.399,69;803091437364;11.916,26;1440689433506;11.933,79;67215951214;12.128,08;130638759825;12.209,94;1871497823831;12.157,88;673807069064;12.504,65;752441947554
2004-02-20;12.498,63;810212567461;12.008,44;1451845223586;12.021,84;67760934271;12.222,09;131649825730;12.307,64;1886467625573;12.258,92;679398042614;12.600,37;759434998445
2004-02-21;12.498,63;810212567461;12.008,44;1451845223586;12.021,84;67760934271;12.222,09;131649825730;12.307,64;1886467625573;12.258,92;679398042614;12.600,37;759434998445
2004-02-22;12.498,63;810212567461;12.008,44;1451845223586;12.021,84;67760934271;12.222,09;131649825730;12.307,64;1886467625573;12.258,92;679398042614;12.600,37;759434998445
2004-02-23;12.458,99;810144480921;11.964,32;1446602962824;12.008,49;67713572986;12.184,38;131340764570;12.267,75;1880324136776;12.212,36;678274682343;12.562,30;757608821365
2004-02-24;12.457,34;811081840088;11.966,65;1450626496089;12.031,39;67975914623;12.186,77;131431973190;12.271,69;1880902332388;12.211,40;678209997249;12.566,06;758253730568
2004-02-25;12.492,25;814957765775;12.006,20;1455433349082;12.081,74;68296123624;12.224,93;132314959130;12.312,47;1887133827624;12.249,74;680335521110;12.603,49;761023461295
2004-02-26;12.432,31;812319326976;11.942,11;1447582846757;12.042,14;68007441459;12.160,88;131644448917;12.249,02;1889468628653;12.180,23;676453700279;12.542,56;757524353804
2004-02-27;12.494,61;817649868672;11.998,86;1456468742873;12.099,62;68331983560;12.220,67;132291603328;12.313,95;1899424515182;12.249,50;681270954531;12.600,75;760903793378
2004-02-28;12.494,61;817649868672;11.998,86;1456468742873;12.099,62;68331983560;12.220,67;132291603328;12.313,95;1899424515182;12.249,50;681270954531;12.600,75;760903793378
2004-02-29;12.494,61;817649868672;11.998,86;1456468742873;12.099,62;68331983560;12.220,67;132291603328;12.313,95;1899424515182;12.249,50;681270954531;12.600,75;760903793378

Fecha;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2004-03-01;12.489,01;817763627852;11.998,54;1461237943773;12.098,84;200610538974;12.311,40;1898630196226;12.240,95;680783510639;12.597,73;760721558921
2004-03-02;12.501,31;819064363765;12.009,33;1462560802331;12.107,62;200756162526;12.322,46;1900207432918;12.253,65;681638402954;12.610,73;761522158268
2004-03-03;12.574,20;824228362628;12.069,42;1469839131411;12.159,06;201609039904;12.384,88;1909787445721;12.324,02;685542727498;12.682,29;766741240144
2004-03-04;12.647,04;829249241940;12.147,32;1479219380717;12.225,88;202716956800;12.457,72;1921006528893;12.402,88;689962797823;12.763,46;771723567508
2004-03-05;12.630,79;828102085097;12.135,35;1478285577000;12.221,66;202643716131;12.438,97;1918063237859;12.378,49;688594493854;12.737,69;770507832643
2004-03-06;12.630,79;828102085097;12.135,35;1478285577000;12.221,66;202643716131;12.438,97;1918063237859;12.378,49;688594493854;12.737,69;770507832643
2004-03-07;12.630,79;828102085097;12.135,35;1478285577000;12.221,66;202643716131;12.438,97;1918063237859;12.378,49;688594493854;12.737,69;770507832643
2004-03-08;12.570,31;824697436824;12.081,46;1471751531274;12.172,40;201906011899;12.377,05;1908486665017;12.317,77;685325618924;12.672,75;766539692971
2004-03-09;12.564,71;825049644747;12.076,39;1471028293732;12.157,08;201624826895;12.380,41;1908970947064;12.318,04;686569973862;12.671,07;766503405665
2004-03-10;12.545,48;823772093836;12.063,41;1469433467286;12.147,49;201459214825;12.368,55;1907089686731;12.306,39;685986316025;12.658,99;766338542239
2004-03-11;12.594,45;827080283414;12.103,49;1474284223273;12.183,78;202060305545;12.413,14;1913933154845;12.345,91;688181830371;12.706,13;769257544823
2004-03-12;12.521,58;823099753535;12.035,39;1469576887894;12.132,24;201236872511;12.341,33;1904151819218;12.270,95;683997972888;12.626,39;765091484671
2004-03-13;12.521,58;823099753535;12.035,39;1469576887894;12.132,24;201236872511;12.341,33;1904151819218;12.270,95;683997972888;12.626,39;765091484671
2004-03-14;12.521,58;823099753535;12.035,39;1469576887894;12.132,24;201236872511;12.341,33;1904151819218;12.270,95;683997972888;12.626,39;765091484671
2004-03-15;12.455,92;819446489118;11.966,85;1461316951963;12.067,15;200324134109;12.276,76;1897257257986;12.195,80;679928754729;12.551,21;760532991654
2004-03-16;12.471,97;827928765798;11.979,87;1460802496702;12.073,73;197561745906;12.292,41;1903510573797;12.209,64;682055649776;12.569,21;765676004442
2004-03-17;12.432,02;826228688016;11.947,25;1458837917092;12.047,33;197127418590;12.254,35;1897638269495;12.178,57;680315998058;12.536,24;766112607556
2004-03-18;12.466,91;829589040207;11.975,43;1462269411120;12.079,98;201980167021;12.293,68;1903695997530;12.210,18;682685115157;12.567,27;768305031437
2004-03-19;12.474,18;831284996475;11.973,51;1462212018193;12.074,34;201884246979;12.287,92;1902779971939;12.209,48;682637144222;12.563,68;768713077995
2004-03-20;12.474,18;831284996475;11.973,51;1462212018193;12.074,34;201884246979;12.287,92;1902779971939;12.209,48;682637144222;12.563,68;768713077995
2004-03-21;12.474,18;831284996475;11.973,51;1462212018193;12.074,34;201884246979;12.287,92;1902779971939;12.209,48;682637144222;12.563,68;768713077995
2004-03-22;12.510,76;836359572155;12.011,48;1466840302283;12.099,00;202433343727;12.316,83;1908432321608;12.241,72;685162967668;12.600,76;771316405884
2004-03-23;12.457,94;834074133070;11.967,36;1461437659784;12.057,82;201824731044;12.267,96;1900848394671;12.193,49;683371726116;12.552,18;768713020883
2004-03-24;12.413,99;832057512326;11.925,32;1456278670267;12.012,38;201061852996;12.226,35;1894379903796;12.143,55;680578751726;12.512,41;767153657790
2004-03-25;12.416,74;833417941098;11.913,26;1461084770252;12.001,77;201032758439;12.219,95;1893369900787;12.138,04;682248242657;12.507,85;767009527589
2004-03-26;12.391,67;833860816197;11.887,37;1457967336181;11.976,81;200797660478;12.186,08;1888085831445;12.113,39;680854215793;12.482,12;766152601315
2004-03-27;12.391,67;833860816197;11.887,37;1457967336181;11.976,81;200797660478;12.186,08;1888085831445;12.113,39;680854215793;12.482,12;766152601315
2004-03-28;12.391,67;833860816197;11.887,37;1457967336181;11.976,81;200797660478;12.186,08;1888085831445;12.113,39;680854215793;12.482,12;766152601315
2004-03-29;12.463,71;839490348102;11.955,86;1466309120054;12.045,34;202117373517;12.261,06;1899993917648;12.189,08;685744423886;12.557,80;770798240225
2004-03-30;12.492,33;841463059286;11.984,19;1469799026281;12.071,60;202652384552;12.286,06;1916792428823;12.219,40;687404271063;12.584,84;773153530429
2004-03-31;12.555,54;845720165355;12.047,84;1480587137687;12.132,03;203386908625;12.354,85;1927534890179;12.288,01;690415650048;12.656,44;776783561470
2004-04-01;12.531,80;844121315306;12.036,66;1489094336562;12.122,32;203224158092;12.337,42;1924837160330;12.269,48;689365260446;12.638,60;775693684449
2004-04-02;12.549,78;845332249469;12.052,31;1491009078749;12.138,70;203496702569;12.358,03;1928111011205;12.288,39;690603696747;12.658,36;776952061201
2004-04-03;12.549,78;845332249469;12.052,31;1491009078749;12.138,70;203496702569;12.358,03;1928111011205;12.288,39;690603696747;12.658,36;776952061201
2004-04-04;12.549,78;845332249469;12.052,31;1491009078749;12.138,70;203496702569;12.358,03;1928111011205;12.288,39;690603696747;12.658,36;776952061201
2004-04-05;12.606,07;849116226948;12.092,63;1496036819161;12.178,30;204157578385;12.404,16;1935268923290;12.332,27;693115009790;12.698,17;779426941587
2004-04-06;12.632,97;850899173867;12.124,92;1500035020101;12.213,22;204742806573;12.432,53;1939673236698;12.363,92;695799671689;12.739,42;781961494618
2004-04-07;12.669,83;853370503403;12.162,67;1505149837091;12.249,18;205343688464;12.468,40;1945241301693;12.404,76;698281379625;12.777,51;784762470068
2004-04-08;12.698,14;855267476497;12.184,60;1507461138363;12.269,34;206102100060;12.493,28;1949505866131;12.430,06;699660876781;12.804,52;786491756610
2004-04-09;12.698,14;855267476497;12.184,60;1507461138363;12.269,34;206102100060;12.493,28;1949505866131;12.430,06;699660876781;12.804,52;786491756610
2004-04-10;12.698,14;855267476497;12.184,60;1507461138363;12.269,34;206102100060;12.493,28;1949505866131;12.430,06;699660876781;12.804,52;786491756610
2004-04-11;12.698,14;855267476497;12.184,60;1507461138363;12.269,34;206102100060;12.493,28;1949505866131;12.430,06;699660876781;12.804,52;786491756610
2004-04-12;12.631,16;850750305737;12.119,32;1503166226331;12.207,25;205061107192;12.424,92;1941507643319;12.361,63;695797201500;12.733,11;782155076285
2004-04-13;12.637,22;851148152263;12.123,39;1503518451534;12.208,65;205099036903;12.433,20;1942878299548;12.367,14;696193289884;12.739,73;782595874059
2004-04-14;12.613,52;849544366575;12.092,55;1499721208807;12.178,92;204596314959;12.396,23;1938669630683;12.334,93;694366733320;12.709,80;780918704817
2004-04-15;12.626,97;850792284857;12.109,72;1501984482172;12.190,24;204816186929;12.415,96;1941784118416;12.362,42;696067255641;12.731,97;782317429818
2004-04-16;12.565,80;851488955414;12.039,66;1494966620261;12.122,80;200905208323;12.335,40;1931501931599;12.284,69;692598695086;12.652,79;779559032023
2004-04-17;12.565,80;851488955414;12.039,66;1494966620261;12.122,80;200905208323;12.335,40;1931501931599;12.284,69;692598695086;12.652,79;779559032023
2004-04-18;12.565,80;851488955414;12.039,66;1494966620261;12.122,80;200905208323;12.335,40;1931501931599;12.284,69;692598695086;12.652,79;779559032023
2004-04-19;12.505,14;847509654564;11.991,19;1489168214856;12.082,56;203760835482;12.289,45;1924299001531;12.229,82;689509977616;12.598,31;778223998109
2004-04-20;12.508,40;848002845728;11.989,01;1488903255764;12.076,64;203658495056;12.285,20;1923648251722;12.225,22;690706263983;12.587,03;777979236767
2004-04-21;12.511,96;848527252607;11.994,70;1489612559086;12.078,58;203757567584;12.287,03;1923998426204;12.232,03;691087412192;12.597,90;778918332130
2004-04-22;12.509,55;848529440135;11.981,68;1487953742779;12.073,22;203668707870;12.273,44;1921768105454;12.219,67;690382517337;12.578,85;777990968856
2004-04-23;12.527,98;849825403633;12.001,41;1490662552616;12.089,13;203935404848;12.295,45;1925141102024;12.237,07;691298062947;12.599,37;779808966021
2004-04-24;12.527,98;849825403633;12.001,41;1490662552616;12.089,13;203935404848;12.295,45;1925141102024;12.237,07;691298062947;12.599,37;779808966021
2004-04-25;12.527,98;849825403633;12.001,41;1490662552616;12.089,13;203935404848;12.295,45;1925141102024;12.237,07;691298062947;12.599,37;779808966021
2004-04-26;12.538,78;851339765760;12.015,67;1498447930300;12.106,64;204341326668;12.314,89;1931090438907;12.253,09;695895628160;12.613,58;780829181090
2004-04-27;12.553,73;852355134511;12.029,85;1500211450271;12.120,83;204733388173;12.325,94;1932812715903;12.265,69;696604145361;12.630,34;782783552180
2004-04-28;12.601,22;857310441207;12.068,95;1505134129068;12.165,39;205667903415;12.380,02;1941284605366;12.312,47;699259110541;12.676,25;785752037241
2004-04-29;12.603,05;858202350729;12.066,37;1504768385863;12.162,99;205783340798;12.374,92;1954574752816;12.314,07;699323374273;12.666,03;785333417005
2004-04-30;12.538,36;857051332680;12.008,30;1498750830094;12.100,17;204631162952;12.312,73;1944662015446;12.250,35;696323525318;12.610,09;781160084025
2004-05-01;12.538,36;857051332680;12.008,30;1498750830094;12.100,17;204631162952;12.312,73;1944662015446;12.250,35;696323525318;12.610,09;781160084025
2004-05-02;12.538,36;857051332680;12.008,30;1498750830094;12.100,17;204631162952;12.312,73;1944662015446;12.250,35;696323525318;12.610,09;781160084025
2004-05-03;12.458,37;851562351599;11.931,23;1493490563972;12.019,25;203260506196;12.233,66;1930405869047;12.169,40;679922457321;12.511,75;775068473360
2004-05-04;12.409,71;848207746379;11.887,42;1487986131947;11.970,72;202439331382;12.185,61;1922841468835;12.121,97;677221982164;12.466,97;772325192930
2004-05-05;12.415,59;849888665547;11.902,73;1489833137222;11.972,16;202466182475;12.192,52;1923911107316;12.122,28;677145073190;12.471,17;772894691458
2004-05-06;12.489,73;855932070790;11.974,51;1498804654577;12.045,35;203704234700;12.261,74;1934948403240;12.196,54;681521901864;12.548,96;777657122729
2004-05-07;12.535,21;860224691960;12.013,54;1504143917161;12.078,14;204623214776;12.296,21;1940404952576;12.233,23;683542389967;12.593,65;780646437699
2004-05-08;12.535,21;860224691960;12.013,54;1504143917161;12.078,14;204623214776;12.296,21;1940404952576;12.233,23;683542389967;12.593,65;780646437699
2004-05-09;12.535,21;860224691960;12.013,54;1504143917161;12.078,14;204623214776;12.296,21;1940404952576;12.233,23;683542389967;12.593,65;780646437699
2004-05-10;12.478,75;857323186552;11.955,16;1496772882235;12.015,70;203563931965;12.230,80;1930063645288;12.165,58;679847036936;12.521,50;776178178888
2004-05-11;12.397,71;852080120581;11.877,96;1486954581381;11.934,70;202191528349;12.132,40;1914530258620;12.076,05;675527969669;12.447,86;771594890720
2004-05-12;12.220,27;840123207032;11.723,13;1469376833018;11.775,10;199492165625;11.974,75;1889601383486;11.910,71;666273149456;12.271,48;761096135808
2004-05-13;12.286,12;844638632182;11.788,54;1478340598679;11.843,55;200668222583;12.047,64;1901986149658;11.985,54;670501898219;12.341,05;765521960600
2004-05-14;12.294,23;845430032416;11.776,30;1476980121247;11.828,41;200730893295;12.024,91;1898337224698;11.967,29;669479267738;12.324,31;765201804831
2004-05-15;12.294,23;845430032416;11.776,30;1476980121247;11.828,41;200730893295;12.024,91;1898337224698;11.967,29;669479267738;12.324,31;765201804831
2004-05-16;12.294,23;845430032416;11.776,30;1476980121247;11.828,41;200730893295;12.024,91;1898337224698;11.967,29;669479267738;12.324,31;765201804831
2004-05-17;12.240,87;848323141294;11.730,75;1474021666748;11.786,19;194514309339;11.974,50;1895249611028;11.920,53;667674704147;12.282,36;769315159678
2004-05-18;12.254,36;849180508365;11.749,87;1476389926893;11.805,37;201402581811;11.990,70;1897815152546;11.936,42;668559192096;12.304,84;771914109589
2004-05-19;12.155,95;842380049065;11.656,03;1464556619042;11.712,57;199835603208;11.902,17;1883771812512;11.845,12;663444767004;12.210,31;765277131710
2004-05-20;12.212,41;846902649654;11.721,04;1473224689748;11.771,79;200849888744;11.975,69;1896356730502;11.912,53;667203584015;12.259,47;768626477833
2004-05-21;12.212,41;846902649654;11.721,04;1473224689748;11.771,79;200849888744;11.975,69;1896356730502;11.912,53;667203584015;12.259,47;768626477833
2004-05-22;12.212,41;846902649654;11.721,04;1473224689748;11.771,79;200849888744;11.975,69;1896356730502;11.912,53;667203584015;12.259,47;768626477833
2004-05-23;12.212,41;846902649654;11.721,04;1473224689748;11.771,79;200849888744;11.975,69;1896356730502;11.912,53;667203584015;12.259,47;768626477833
2004-05-24;12.340,54;856527546270;11.832,89;1490253581199;11.887,95;202828990438;12.091,92;1914787536066;12.027,77;675424424808;12.374,89;775589797456
2004-05-25;12.306,06;854639073955;11.792,75;1485187360508;11.852,53;202361973957;12.050,17;1908180051854;11.976,20;672611794492;12.332,13;773244246251
2004-05-26;12.331,13;857366069167;11.813,04;1489253233557;11.871,93;202808328721;12.068,14;1913929916502;12.003,62;674120052746;12.352,72;773295323334
2004-05-27;12.383,91;861490832424;11.856,65;1494690527507;11.913,16;203716623483;12.119,52;1922194002259;12.055,26;677009460135;12.402,47;776662630260
2004-05-28;12.422,22;864456596404;11.895,87;1499787936513;11.956,19;204664025219;12.163,46;1937486022819;12.090,96;681087658551;12.449,34;779306342322
2004-05-29;12.422,22;864456596404;11.895,87;1499787936513;11.956,19;204664025219;12.163,46;1937486022819;12.090,96;681087658551;12.449,34;779306342322
2004-05-30;12.422,22;864456596404;11.895,87;1499787936513;11.956,19;204664025219;12.163,46;1937486022819;12.090,96;681087658551;12.449,34;779306342322
2004-05-31;12.467,15;868311840905;11.931,12;1506397461008;11.992,62;205131890911;12.209,41;1941911866460;12.126,01;683272590578;12.487,75;781437805908
2004-06-01;12.510,11;871322262551;11.978,75;1512392873736;12.040,39;205946648648;12.252,85;1948818337569;12.170,99;685796841526;12.531,13;784155212837
2004-06-02;12.532,76;872939257016;12.002,09;1512049753599;12.052,64;206154091613;12.268,29;1951246734199;12.192,53;687097658934;12.549,72;785155545380
2004-06-03;12.476,72;868960617943;11.947,73;1503469894449;12.007,89;205377526505;12.216,15;1942937924894;12.138,83;684065154603;12.496,19;781840967439
2004-06-04;12.484,92;869524674049;11.951,28;1503839286475;12.003,27;205296041981;12.212,73;1942418016773;12.140,78;684226559015;12.498,39;781664397783
2004-06-05;12.484,92;869524674049;11.951,28;1503839286475;12.003,27;205296041981;12.212,73;1942418016773;12.140,78;684226559015;12.498,39;781664397783
2004-06-06;12.484,92;869524674049;11.951,28;1503839286475;12.003,27;205296041981;12.212,73;1942418016773;12.140,78;684226559015;12.498,39;781664397783
2004-06-07;12.484,92;869524674049;11.951,28;1503839286475;12.003,27;205296041981;12.212,73;1942418016773;12.140,78;684226559015;12.498,39;781664397783
2004-06-08;12.456,58;867514432431;11.936,66;1502549243771;11.984,49;205037294229;12.195,51;1939584594238;12.123,37;683228346285;12.481,18;780566645438
2004-06-09;12.515,12;871446562387;11.986,28;1508468335553;12.031,29;205837279087;12.245,38;1947479100670;12.172,04;685959767666;12.533,65;783245785369
2004-06-10;12.556,75;874561336902;12.024,20;1513138865586;12.073,09;206563010490;12.288,56;1954289546017;12.213,16;688271796599;12.577,54;785999264215
2004-06-11;12.559,40;874856400574;12.032,03;1514122055425;12.083,22;206752715575;12.297,38;1955706831011;12.221,78;688993417746;12.583,34;786167895889
2004-06-12;12.559,40;874856400574;12.032,03;1514122055425;12.083,22;206752715575;12.297,38;1955706831011;12.221,78;688993417746;12.583,34;786167895889
2004-06-13;12.559,40;874856400574;12.032,03;1514122055425;12.083,22;206752715575;12.297,38;1955706831011;12.221,78;688993417746;12.583,34;786167895889
2004-06-14;12.546,73;873936843071;12.003,80;1509568930662;12.058,65;206327836650;12.273,28;1954715199236;12.198,58;687684053133;12.557,26;784676980144
2004-06-15;12.527,66;872827414013;11.984,87;1507241925982;12.043,00;206053652551;12.251,17;1951171756905;12.181,24;686700715546;12.539,17;783705967553
2004-06-16;12.485,07;870279287240;11.960,97;1504191252743;12.016,56;205958035919;12.214,86;1945285226987;12.150,35;685104210539;12.507,56;782282804991
2004-06-17;12.516,94;880967624745;11.976,93;1503410409268;12.038,81;198727936720;12.241,32;1952188190402;12.170,62;687981911603;12.526,23;789332443442
2004-06-18;12.541,07;882881631161;12.011,07;1511023684821;12.068,26;199211930812;12.270,29;1956795118029;12.204,15;689872049354;12.558,30;791667577258
2004-06-19;12.541,07;882881631161;12.011,07;1511023684821;12.068,26;199211930812;12.270,29;1956795118029;12.204,15;689872049354;12.558,30;791667577258
2004-06-20;12.541,07;882881631161;12.011,07;1511023684821;12.068,26;199211930812;12.270,29;1956795118029;12.204,15;689872049354;12.558,30;791667577258
2004-06-21;12.581,39;886088525337;12.045,63;1515659123323;12.108,48;199889542189;12.307,12;1962654366480;12.241,56;692876662614;12.600,99;794385322735
2004-06-22;12.600,28;887534009662;12.056,73;1516884835592;12.118,02;207110555345;12.328,83;1967826453404;12.256,89;693500303847;12.616,20;796041703262
2004-06-23;12.564,41;885788146224;12.021,68;1512486217159;12.084,17;206593304062;12.287,30;1961288579738;12.221,79;691513049570;12.575,45;793451025802
2004-06-24;12.566,58;886209727361;12.014,56;1510902092653;12.079,45;206727282101;12.282,13;1960327784766;12.217,78;691270678999;12.571,93;793483027258
2004-06-25;12.584,62;888126695977;12.045,51;1518498325312;12.111,37;207399215751;12.317,78;1966050621748;12.242,61;694935036486;12.603,10;795487439620
2004-06-26;12.584,62;888126695977;12.045,51;1518498325312;12.111,37;207399215751;12.317,78;1966050621748;12.242,61;694935036486;12.603,10;795487439620
2004-06-27;12.584,62;888126695977;12.045,51;1518498325312;12.111,37;207399215751;12.317,78;1966050621748;12.242,61;694935036486;12.603,10;795487439620
2004-06-28;12.584,62;888126695977;12.045,51;1518498325312;12.111,37;207399215751;12.317,78;1966050621748;12.242,61;694935036486;12.603,10;795487439620
2004-06-29;12.652,48;895433695150;12.102,36;1525634670522;12.163,49;208505294502;12.372,30;1984007205609;12.300,01;698188919937;12.660,87;799677773866
2004-06-30;12.654,04;895016342439;12.110,40;1528521464268;12.167,64;208256667421;12.374,52;1984216222863;12.300,77;698653923294;12.666,73;799674080958
2004-07-01;12.649,36;894853509095;12.104,41;1527938244619;12.163,40;208183681349;12.369,66;1983370164621;12.302,25;698722866624;12.659,94;799245173775
2004-07-02;12.661,10;895847284068;12.110,21;1528685745490;12.169,72;208289438687;12.373,15;1983442850532;12.307,92;699193492950;12.667,33;799851778582
2004-07-03;12.661,10;895847284068;12.110,21;1528685745490;12.169,72;208289438687;12.373,15;1983442850532;12.307,92;699193492950;12.667,33;799851778582
2004-07-04;12.661,10;895847284068;12.110,21;1528685745490;12.169,72;208289438687;12.373,15;1983442850532;12.307,92;699193492950;12.667,33;799851778582
2004-07-05;12.660,93;895994110919;12.119,53;1529944467216;12.177,55;208421858687;12.375,04;1983737199329;12.311,43;699283873095;12.672,10;800116573341
2004-07-06;12.661,95;896161928481;12.105,91;1528220661809;12.165,61;208215745446;12.363,27;1981769275422;12.302,14;698803849916;12.661,45;799409497114
2004-07-07;12.673,15;897059269171;12.118,77;1529813758384;12.177,56;208421360466;12.377,96;1984104692224;12.315,10;699539514317;12.671,90;799817579769
2004-07-08;12.657,67;896114432321;12.118,34;1529444743530;12.173,77;208386883281;12.377,72;1984023607892;12.309,79;699290397425;12.664,37;799265573619
2004-07-09;12.675,02;897565151728;12.130,14;1531117378230;12.180,89;208508505371;12.381,64;1984609189583;12.317,30;699234477721;12.671,24;799765983882
2004-07-10;12.675,02;897565151728;12.130,14;1531117378230;12.180,89;208508505371;12.381,64;1984609189583;12.317,30;699234477721;12.671,24;799765983882
2004-07-11;12.675,02;897565151728;12.130,14;1531117378230;12.180,89;208508505371;12.381,64;1984609189583;12.317,30;699234477721;12.671,24;799765983882
2004-07-12;12.692,25;898743642786;12.152,71;1533972561751;12.200,77;208847729916;12.404,09;1988182276197;12.338,36;700420824657;12.691,73;801060211643
2004-07-13;12.682,21;897976833416;12.148,50;1533577030480;12.195,53;208761357068;12.397,55;1987073344633;12.328,88;699658684585;12.679,99;800311888420
2004-07-14;12.712,68;900389840351;12.166,97;1535892614552;12.215,36;209132086004;12.417,54;1990310572361;12.347,91;700732677909;12.702,40;801706343625
2004-07-15;12.692,77;899026797340;12.148,31;1534031292295;12.196,60;208813318789;12.397,47;1987074382746;12.328,16;699798286207;12.679,71;800278694606
2004-07-16;12.672,66;901041457625;12.134,32;1532663081519;12.181,28;202774297150;12.388,07;1986500870442;12.310,78;701790172504;12.664,60;801904353079
2004-07-17;12.672,66;901041457625;12.134,32;1532663081519;12.181,28;202774297150;12.388,07;1986500870442;12.310,78;701790172504;12.664,60;801904353079
2004-07-18;12.672,66;901041457625;12.134,32;1532663081519;12.181,28;202774297150;12.388,07;1986500870442;12.310,78;701790172504;12.664,60;801904353079
2004-07-19;12.644,11;899476851667;12.117,52;1532420960989;12.172,36;211036440820;12.378,14;1984830872787;12.292,96;700765002865;12.645,95;800977631857
2004-07-20;12.698,32;903294325466;12.132,78;1534125919342;12.215,80;211808453705;12.427,41;1992740823889;12.339,68;703428709158;12.697,24;806687165170
2004-07-21;12.696,33;903136931434;12.118,26;1534395816449;12.201,48;211551731783;12.412,68;1991252960666;12.324,07;704215330502;12.690,35;806928372797
2004-07-22;12.723,82;905792617193;12.143,62;1538604295429;12.228,37;212087096080;12.444,30;1996300761282;12.355,85;706019529487;12.717,57;808619127454
2004-07-23;12.676,61;903161719421;12.113,34;1534982064109;12.197,02;211571413958;12.414,15;1991446646122;12.322,56;704120323501;12.682,66;806775902529
2004-07-24;12.676,61;903161719421;12.113,34;1534982064109;12.197,02;211571413958;12.414,15;1991446646122;12.322,56;704120323501;12.682,66;806775902529
2004-07-25;12.676,61;903161719421;12.113,34;1534982064109;12.197,02;211571413958;12.414,15;1991446646122;12.322,56;704120323501;12.682,66;806775902529
2004-07-26;12.676,01;903934748514;12.095,91;1534497268858;12.176,68;211392045303;12.392,21;1990971959568;12.305,81;705155329461;12.670,67;806200068293
2004-07-27;12.680,31;904542088070;12.121,18;1537650962755;12.195,92;211851949313;12.415,03;1998405121368;12.327,00;706396626797;12.689,65;807936439122
2004-07-28;12.671,98;904597252289;12.111,66;1538380767240;12.181,38;211820290012;12.408,88;2001192407193;12.317,91;705870380243;12.683,21;807728422869
2004-07-29;12.661,40;905170903504;12.101,78;1538014745884;12.168,26;211755281005;12.402,88;2002496374293;12.304,85;705074933278;12.671,01;807120828020
2004-07-30;12.654,84;904942862785;12.092,65;1536141225080;12.164,06;211488416371;12.391,74;1999726864911;12.294,88;704768692394;12.658,64;805960374146
2004-07-31;12.654,84;904942862785;12.092,65;1536141225080;12.164,06;211488416371;12.391,74;1999726864911;12.294,88;704768692394;12.658,64;805960374146
2004-08-01;12.654,84;904942862785;12.092,65;1536141225080;12.164,06;211488416371;12.391,74;1999726864911;12.294,88;704768692394;12.658,64;805960374146
2004-08-02;12.719,84;910531045446;12.151,91;1543447856233;12.224,83;212544429355;12.454,24;2009808859476;12.357,03;708327956733;12.723,97;810119781699
2004-08-03;12.750,23;913038615483;12.178,63;1546892911244;12.248,72;212957099180;12.483,86;2014583563490;12.382,44;709774601320;12.756,77;812190065045
2004-08-04;12.730,46;911933908942;12.159,18;1544352511539;12.230,39;212627866612;12.460,90;2010923517634;12.362,61;708709390470;12.731,60;810782246072
2004-08-05;12.740,75;912551168018;12.197,57;1549481496331;12.233,74;212684055417;12.463,82;2008709973692;12.367,32;708952656650;12.735,68;810949893289
2004-08-06;12.719,16;910778117334;12.182,48;1547765132701;12.220,57;212363029715;12.453,28;2007573082560;12.350,21;707904619370;12.721,06;809978459633
2004-08-07;12.719,16;910778117334;12.182,48;1547765132701;12.220,57;212363029715;12.453,28;2007573082560;12.350,21;707904619370;12.721,06;809978459633
2004-08-08;12.719,16;910778117334;12.182,48;1547765132701;12.220,57;212363029715;12.453,28;2007573082560;12.350,21;707904619370;12.721,06;809978459633
2004-08-09;12.710,10;910008623530;12.185,37;1548036401184;12.220,13;212345755503;12.444,90;2007646178334;12.348,13;707802417394;12.709,51;809216930726
