
Fecha;ALAMEDA;;CONCORDIA;;CUPRUM;;EL LIBERTADOR;;HABITAT;;INVIERTA;;PLANVITAL;;PROVIDA;;SAN CRISTOBAL;;SANTA MARIA;;SUMMA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
1988-08-19;998,40;9993903876;942,63;26570764820;876,89;19592861863;922,24;135006654467;930,32;18937288482;1.697,34;17292252572;926,10;10305894551;931,68;12259524995;951,86;216538855479;916,12;169335326171;940,66;80945100448;950,82;67300230916
1988-08-20;998,40;9993903876;942,63;26570764820;876,89;19592861863;922,24;135006654467;930,32;18937288482;1.697,34;17292252572;926,10;10305894551;931,68;12259524995;951,86;216538855479;916,12;169335326171;940,66;80945100448;950,82;67300230916
1988-08-21;998,40;9993903876;942,63;26570764820;876,89;19592861863;922,24;135006654467;930,32;18937288482;1.697,34;17292252572;926,10;10305894551;931,68;12259524995;951,86;216538855479;916,12;169335326171;940,66;80945100448;950,82;67300230916
1988-08-22;999,17;9993640119;943,14;26585245626;877,65;19607598889;922,47;135038916352;930,78;18946525712;1.697,84;17296992195;926,52;10310513086;932,16;12269287724;952,07;216585848233;916,43;169391499234;941,06;80978212465;951,09;67324778937
1988-08-23;999,49;9996775691;943,44;26593225315;877,89;19612620293;922,64;134788030152;931,15;18953870644;1.698,40;17302704303;926,74;10357693699;932,46;12295917768;952,29;216635883266;916,58;169418710918;941,29;80998053580;951,32;67341100626
1988-08-24;998,29;9984819959;943,08;26567963440;877,30;19599360633;922,39;134747538121;930,74;18945197142;1.698,05;17299189283;926,48;10354505940;932,05;12290556015;951,78;216507079708;916,44;169117858667;940,70;80947613769;951,22;67245282085
1988-08-25;998,42;10017667954;942,93;26563577723;877,12;19582156586;921,80;134660530566;930,67;18929687746;1.697,59;17294482478;926,15;10335475050;932,35;12297000011;951,08;216145197678;915,87;169014385091;940,31;80832876743;950,81;67175184430
1988-08-26;998,62;9782794016;943,63;26213206007;877,14;19273321136;921,88;133231863265;931,86;18526822289;1.697,26;16894497537;926,66;10134248450;933,04;12215373381;951,03;214817603137;915,76;167949840942;940,58;78954102525;951,22;65709158406
1988-08-27;998,62;9782794016;943,63;26213206007;877,14;19273321136;921,88;133231863265;931,86;18526822289;1.697,26;16894497537;926,66;10134248450;933,04;12215373381;951,03;214817603137;915,76;167949840942;940,58;78954102525;951,22;65709158406
1988-08-28;998,62;9782794016;943,63;26213206007;877,14;19273321136;921,88;133231863265;931,86;18526822289;1.697,26;16894497537;926,66;10134248450;933,04;12215373381;951,03;214817603137;915,76;167949840942;940,58;78954102525;951,22;65709158406
1988-08-29;999,96;9948552233;944,92;27648989125;878,18;20288390328;922,82;136317783168;933,37;18674388785;1.699,46;17234210949;927,86;10238562472;934,01;13083928871;951,84;217933864879;916,61;170083955007;941,51;80457169175;952,45;67787182429
1988-08-30;1.000,83;9903787210;945,87;27579426339;878,82;20302654465;923,29;136381422855;934,15;18690713166;1.700,90;17246300058;928,65;10336960948;934,54;13091376469;952,30;218057612284;917,02;170307842512;942,02;80500059542;953,13;67859355242
1988-08-31;1.001,45;10080643807;946,71;27629739210;879,28;20338981633;923,98;137746812585;934,71;18890299885;1.701,61;17305112033;929,20;10347397378;934,79;13100924118;952,70;218933728208;917,69;170529178887;942,64;81432071121;953,95;68027783396
1988-09-01;1.001,95;10087337670;946,98;27637044828;879,53;20344585341;924,01;137751039380;934,97;18895429359;1.701,74;17306387979;929,49;10351796030;934,48;13135601591;952,42;218897362361;917,74;171177129265;942,37;81472481156;953,98;68093924205
1988-09-02;1.002,48;10092712620;947,69;27657723573;880,09;20357375670;924,50;137838515507;935,69;18910040751;1.702,87;17317074637;930,08;10357563392;934,97;13142652025;952,78;219008647157;918,16;171253677916;942,86;81515105749;954,71;68144934071
1988-09-03;1.002,48;10092712620;947,69;27657723573;880,09;20357375670;924,50;137838515507;935,69;18910040751;1.702,87;17317074637;930,08;10357563392;934,97;13142652025;952,78;219008647157;918,16;171253677916;942,86;81515105749;954,71;68144934071
1988-09-04;1.002,48;10092712620;947,69;27657723573;880,09;20357375670;924,50;137838515507;935,69;18910040751;1.702,87;17317074637;930,08;10357563392;934,97;13142652025;952,78;219008647157;918,16;171253677916;942,86;81515105749;954,71;68144934071
1988-09-05;1.003,35;10094452621;948,53;27682115000;880,71;20370804171;925,12;137930435458;936,76;18931213066;1.704,34;17331553440;930,90;10366661483;935,64;13152798199;953,43;219146201770;918,69;171353785373;943,44;81576375929;955,51;68199074145
1988-09-06;1.003,30;10093968592;948,54;27682332277;880,74;20371416679;925,21;137942803563;937,07;18933754022;1.704,24;17330498971;930,72;10364668403;935,92;13157496797;953,58;219179449305;918,81;171416734110;943,38;81567757013;955,62;68206646901
1988-09-07;1.003,65;10097319453;948,78;27686754376;880,85;20373748713;925,33;138050650100;937,20;19025740753;1.706,55;17292706254;930,93;10366959462;936,09;13161324651;953,82;219230524050;918,94;171431560056;943,58;81581411647;955,77;68244084178
1988-09-08;1.003,26;10093469452;948,49;27676921139;880,63;20368722172;925,10;138014176013;936,83;19017706776;1.706,21;17289256180;930,55;10362745925;936,07;13168653931;953,68;219184939356;918,81;171407147216;943,36;81680145833;955,44;68220558504
1988-09-09;1.003,19;10089695892;948,24;27666530272;880,55;20362563820;924,95;137988607894;936,60;19001392069;1.706,30;17322544317;930,68;10358174365;936,09;13172212377;953,57;219149084463;918,71;171384945148;943,28;81748357225;955,41;68216433750
1988-09-10;1.003,19;10089695892;948,24;27666530272;880,55;20362563820;924,95;137988607894;936,60;19001392069;1.706,30;17322544317;930,68;10358174365;936,09;13172212377;953,57;219149084463;918,71;171384945148;943,28;81748357225;955,41;68216433750
1988-09-11;1.003,19;10089695892;948,24;27666530272;880,55;20362563820;924,95;137988607894;936,60;19001392069;1.706,30;17322544317;930,68;10358174365;936,09;13172212377;953,57;219149084463;918,71;171384945148;943,28;81748357225;955,41;68216433750
1988-09-12;1.003,92;10096809355;948,86;27684701431;881,36;20379470778;925,82;138341569469;937,34;19016629672;1.707,82;17337956993;931,41;10368056632;936,86;13183136883;954,55;219825174502;919,58;171549833101;944,11;81852203698;956,20;68375926556
1988-09-13;1.004,18;10100730494;949,21;27743029256;881,74;20401485842;926,17;138391933267;937,77;19009975116;1.708,60;17345917559;931,75;10356657407;937,23;13192415785;954,93;219903816481;919,96;171616256044;944,51;81946005863;956,61;68398914757
1988-09-14;1.004,58;10104466054;949,64;27743992494;882,28;20426765583;926,59;138457709902;938,23;18980111212;1.709,63;17356327019;932,36;10363834943;937,61;13197740976;955,38;220108011920;920,35;171688985509;945,02;81990550857;957,06;68431028566
1988-09-15;1.004,37;10092367344;949,55;27741072968;882,35;20428070258;926,65;138403751536;938,28;18985683036;1.709,68;17360434593;932,38;10397660916;937,66;13198490941;955,61;220147873539;920,52;171722836050;945,12;82014018645;957,08;68431882492
1988-09-16;1.004,87;10097394449;949,87;27750050128;882,73;20436665311;926,95;138447785328;938,75;18995206689;1.710,40;17367757228;932,83;10402669972;938,08;13204907632;955,99;220235896970;920,80;171734350451;945,40;82038349025;957,37;68448267078
1988-09-17;1.004,87;10097394449;949,87;27750050128;882,73;20436665311;926,95;138447785328;938,75;18995206689;1.710,40;17367757228;932,83;10402669972;938,08;13204907632;955,99;220235896970;920,80;171734350451;945,40;82038349025;957,37;68448267078
1988-09-18;1.004,87;10097394449;949,87;27750050128;882,73;20436665311;926,95;138447785328;938,75;18995206689;1.710,40;17367757228;932,83;10402669972;938,08;13204907632;955,99;220235896970;920,80;171734350451;945,40;82038349025;957,37;68448267078
1988-09-19;1.004,87;10097394449;949,87;27750050128;882,73;20436665311;926,95;138447785328;938,75;18995206689;1.710,40;17367757228;932,83;10402669972;938,08;13204907632;955,99;220235896970;920,80;171734350451;945,40;82038349025;957,37;68448267078
1988-09-20;1.006,22;10110955893;951,23;27789641455;884,08;20454931301;928,39;138658228253;940,19;19024328360;1.713,14;17395168718;934,25;10418487000;939,40;13395659669;957,52;220579968815;922,22;171998758981;946,81;82154825566;958,84;68552514617
1988-09-21;1.006,59;10114275552;951,65;27800067329;884,54;20465311554;928,83;138724328512;940,69;19034276821;1.713,99;17403792781;934,72;10423701712;939,86;13432107250;957,97;220684383924;922,63;172075115273;947,21;82189782217;959,33;68586694212
1988-09-22;1.006,31;10104491874;951,77;27803713308;884,72;20466352460;929,07;138474604516;941,02;19040641629;1.714,08;17404653873;935,10;10427938833;939,88;13443072802;957,96;220677025692;922,96;171767311212;947,38;82204658866;959,72;68522303103
1988-09-23;1.006,43;10145812723;952,08;27812264680;885,04;20473788195;929,49;138536639781;941,49;19034358178;1.714,66;17409173845;935,31;10419549866;940,29;13456141132;958,26;220274938271;923,28;171827168039;947,61;82108946705;960,17;68534488532
1988-09-24;1.006,43;10145812723;952,08;27812264680;885,04;20473788195;929,49;138536639781;941,49;19034358178;1.714,66;17409173845;935,31;10419549866;940,29;13456141132;958,26;220274938271;923,28;171827168039;947,61;82108946705;960,17;68534488532
1988-09-25;1.006,43;10145812723;952,08;27812264680;885,04;20473788195;929,49;138536639781;941,49;19034358178;1.714,66;17409173845;935,31;10419549866;940,29;13456141132;958,26;220274938271;923,28;171827168039;947,61;82108946705;960,17;68534488532
1988-09-26;1.008,23;10164803683;953,63;27857577970;886,59;20509723098;930,80;139611282184;943,01;19060078314;1.717,90;17442085282;936,80;10436006986;941,54;13473944850;959,83;220621698456;924,49;172051579534;948,95;82179419010;961,60;68629380757
1988-09-27;1.008,44;9972891200;953,89;27545326169;886,78;20306504294;931,09;139654282067;0,00;18590088347;1.718,47;16998553890;937,13;10439652115;941,63;13344401471;960,19;218313061375;924,75;170419068709;949,26;80758340888;961,89;67301750303
1988-09-28;1.007,41;10056560562;953,53;28269410193;886,46;20807882854;931,14;139660530067;943,13;18714667949;1.717,72;17230433105;936,96;10438285600;941,45;14098302327;959,86;220761974261;924,84;172018562865;948,95;82366468735;962,00;68265708109
1988-09-29;1.006,38;10040255568;953,09;28622268441;886,01;20796640605;930,98;138964566972;942,14;18604917261;1.716,12;17128711764;936,12;10208664010;940,96;14066280133;959,76;221035967487;924,69;172835969746;948,37;81933677908;961,33;67955281638
1988-09-30;1.005,60;10174823902;952,91;28634974810;885,58;21135063000;930,83;141743072789;941,75;18799684842;1.715,54;17295563363;935,96;10459060051;940,68;14159555705;959,32;223730912863;924,51;173653606406;947,99;82819396264;961,36;68817551395

Fecha;CONCORDIA;;CUPRUM;;EL LIBERTADOR;;FUTURO;;HABITAT;;INVIERTA;;MAGISTER;;PLANVITAL;;PROTECCION;;PROVIDA;;SANTA MARIA;;SUMMA;;UNION
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
1988-10-01;1.005,60;10174823902;952,91;28634974810;885,58;21135063000;1.000,00;191;930,83;141743072789;941,75;18799684842;1.715,54;17295563363;935,96;10459060051;940,68;14159555705;959,32;223730912863;924,51;173653606406;947,99;82819396264;961,36;68817551395
1988-10-02;1.005,60;10174823902;952,91;28634974810;885,58;21135063000;1.000,00;191;930,83;141743072789;941,75;18799684842;1.715,54;17295563363;935,96;10459060051;940,68;14159555705;959,32;223730912863;924,51;173653606406;947,99;82819396264;961,36;68817551395
1988-10-03;1.007,15;10193999239;953,17;28637612810;885,71;21137072258;1.000,00;233;930,93;141753813785;941,69;18798654472;1.716,22;17302408204;936,19;10461512841;940,55;14164234793;959,82;223844062856;924,56;173663080630;948,13;82825289282;961,39;69075507571
1988-10-04;1.008,38;10206207985;954,07;28667073558;886,91;21165305317;1.000,00;246;931,87;141902675530;943,34;18830974444;1.718,50;17325346224;937,60;10477225217;941,36;14176480908;960,49;224062061699;925,43;173849901288;949,00;82933559453;962,87;69181868387
1988-10-05;1.008,38;10206207985;954,07;28667073558;886,91;21165305317;1.000,00;246;931,87;141902675530;943,34;18830974444;1.718,50;17325346224;937,60;10477225217;941,36;14176480908;960,49;224062061699;925,43;173849901288;949,00;82933559453;962,87;69181868387
1988-10-06;1.010,06;10223168473;955,98;28754714402;888,97;21214405307;1.000,00;274;933,60;142166525608;945,47;19044507918;1.721,72;17347352751;939,28;10495975167;943,28;14221578275;961,47;224285920522;926,82;174492744625;950,04;83024557786;964,92;69327761930
1988-10-07;1.009,97;10222186346;955,93;28752749024;888,92;21213049902;1.008,81;32635;933,69;142157415592;945,25;19039875415;1.721,65;17346712974;939,21;10495158506;943,22;14231481811;961,68;224310091746;926,95;174518575674;950,12;83030948783;964,79;69338874457
1988-10-08;1.009,97;10222186346;955,93;28752749024;888,92;21213049902;1.008,81;32635;933,69;142157415592;945,25;19039875415;1.721,65;17346712974;939,21;10495158506;943,22;14231481811;961,68;224310091746;926,95;174518575674;950,12;83030948783;964,79;69338874457
1988-10-09;1.009,97;10222186346;955,93;28752749024;888,92;21213049902;1.008,81;32635;933,69;142157415592;945,25;19039875415;1.721,65;17346712974;939,21;10495158506;943,22;14231481811;961,68;224310091746;926,95;174518575674;950,12;83030948783;964,79;69338874457
1988-10-10;1.010,34;10225931913;956,43;28700657105;889,38;21222604418;1.010,08;32676;934,30;142244306647;945,62;19035904289;1.722,71;17355592030;939,80;10501708793;943,60;14233173172;962,53;224491731063;927,61;174729953662;950,76;83216267135;965,14;69359700674
1988-10-11;1.010,28;10229478190;956,42;28711162619;889,21;21217792982;1.010,51;32690;934,22;142251457794;945,39;19031308460;1.722,63;17400484966;939,70;10500524416;943,66;14237836185;962,52;224531468468;927,56;174718600305;950,56;83256254552;964,98;69346022456
1988-10-12;1.010,28;10229478190;956,42;28711162619;889,21;21217792982;1.010,51;32690;934,22;142251457794;945,39;19031308460;1.722,63;17400484966;939,70;10500524416;943,66;14237836185;962,52;224531468468;927,56;174718600305;950,56;83256254552;964,98;69346022456
1988-10-13;1.009,82;10221810828;956,27;28750877553;889,11;21215148941;1.011,34;32717;934,35;142235754763;945,47;19033508870;1.722,71;17401430375;939,93;10501165212;943,52;14229400845;962,59;224762375629;927,73;174750848377;950,56;83347345408;965,03;69348836334
1988-10-14;1.009,66;10212947480;956,20;28748713850;888,88;21209454265;1.012,74;32762;934,29;142483577534;945,22;19023773013;1.722,32;17428657717;939,65;10521677823;943,34;14235605449;962,73;224677956944;927,73;174717332675;950,53;83345421180;964,66;69369418616
1988-10-15;1.009,66;10212947480;956,20;28748713850;888,88;21209454265;1.012,74;32762;934,29;142483577534;945,22;19023773013;1.722,32;17428657717;939,65;10521677823;943,34;14235605449;962,73;224677956944;927,73;174717332675;950,53;83345421180;964,66;69369418616
1988-10-16;1.009,66;10212947480;956,20;28748713850;888,88;21209454265;1.012,74;32762;934,29;142483577534;945,22;19023773013;1.722,32;17428657717;939,65;10521677823;943,34;14235605449;962,73;224677956944;927,73;174717332675;950,53;83345421180;964,66;69369418616
1988-10-17;1.010,68;10243928592;957,30;28771016150;889,84;21250763007;1.019,60;32984;935,23;142624506743;946,57;19050764779;1.724,34;17449146751;940,80;10534568041;944,37;14455319466;963,82;224916481602;928,67;174894002413;951,52;83432534805;965,58;69426127711
1988-10-18;1.010,92;10242705307;957,54;28769911148;890,33;21277272530;1.020,74;33021;935,49;142662899578;947,13;19060504938;1.725,07;17456518560;941,28;10539957975;944,62;14459059394;964,19;224994692686;929,00;174945010295;951,86;83462057628;965,76;69438486774
1988-10-19;1.012,24;10256082920;957,57;28770713099;890,41;21278784038;1.023,06;33096;935,67;142683151961;947,33;19064451494;1.726,15;17467417073;941,45;10541804193;944,39;14464348575;964,41;225030667030;929,15;174970919126;951,92;83468029112;965,98;69453052857
1988-10-20;1.012,12;10254717820;956,93;28751205839;889,47;21256220191;1.025,44;33173;935,22;142610717888;946,06;19038884075;1.724,85;17454238751;940,75;10533900588;943,50;14509799249;964,66;225084490580;928,79;174897440333;951,75;83457025998;964,49;69342805215
1988-10-21;1.009,74;10229813562;954,60;28681015436;886,90;21194721754;1.013,10;140932;933,38;142329571422;942,36;18963340808;1.720,34;17408495836;938,19;10505272512;941,24;14477507523;963,79;224770068111;927,33;174623072890;950,19;83319616039;960,90;69122541440
1988-10-22;1.009,74;10229813562;954,60;28681015436;886,90;21194721754;1.013,10;140932;933,38;142329571422;942,36;18963340808;1.720,34;17408495836;938,19;10505272512;941,24;14477507523;963,79;224770068111;927,33;174623072890;950,19;83319616039;960,90;69122541440
1988-10-23;1.009,74;10229813562;954,60;28681015436;886,90;21194721754;1.013,10;140932;933,38;142329571422;942,36;18963340808;1.720,34;17408495836;938,19;10505272512;941,24;14477507523;963,79;224770068111;927,33;174623072890;950,19;83319616039;960,90;69122541440
1988-10-24;1.010,96;10242219723;955,76;28714847461;888,16;21223759049;1.014,74;141160;934,26;142234034129;943,98;18990152476;1.722,49;17430340468;939,80;10512375105;942,31;14424529828;964,97;225144164529;928,25;174887688098;951,27;83266257857;962,15;69086034976
1988-10-25;1.011,85;10251277331;956,41;28731965137;888,66;21285606834;1.015,29;141237;934,88;143269820584;944,59;19005618513;1.723,75;17450635357;940,40;10519073666;942,77;14441200252;965,72;224833213784;928,84;174998509206;951,90;83321217195;962,69;69114894436
1988-10-26;1.012,59;10047386116;957,15;28353364631;889,44;21053965082;1.015,84;141313;935,55;141942726256;945,51;18531996534;1.725,26;17067682584;941,22;10357887558;943,67;14312910826;966,36;221681126652;929,48;173370415753;952,63;81522428667;963,42;67555363310
1988-10-27;1.013,37;10168897595;957,71;29643913817;889,97;21489856658;1.016,39;141390;935,99;143841668825;946,10;18705438544;1.726,22;17311422208;941,70;10472757734;944,16;15100279655;966,95;225027663478;929,90;175389043296;953,14;83919191762;963,75;68808227292
1988-10-28;1.013,89;10193789130;959,34;29689220105;891,09;21661803322;1.016,93;141465;937,88;144447437040;947,15;18723575114;1.727,75;17400069800;942,94;10486612598;945,72;15068830893;968,27;228516731455;931,67;176312599081;954,86;84068159953;965,69;68923644940
1988-10-29;1.013,89;10193789130;959,34;29689220105;891,09;21661803322;1.016,93;141465;937,88;144447437040;947,15;18723575114;1.727,75;17400069800;942,94;10486612598;945,72;15068830893;968,27;228516731455;931,67;176312599081;954,86;84068159953;965,69;68923644940
1988-10-30;1.013,89;10193789130;959,34;29689220105;891,09;21661803322;1.016,93;141465;937,88;144447437040;947,15;18723575114;1.727,75;17400069800;942,94;10486612598;945,72;15068830893;968,27;228516731455;931,67;176312599081;954,86;84068159953;965,69;68923644940
1988-10-31;1.015,58;10169749046;960,99;29679694877;892,56;21735259497;1.018,58;141695;939,40;145620477982;948,98;18943091348;1.730,73;17534999095;944,51;10638954851;947,24;15087854318;969,77;228904648614;933,18;176595432079;956,41;84641953720;967,36;70036160707
1988-11-01;1.015,58;10169749046;960,99;29679694877;892,56;21735259497;1.018,58;141695;939,40;145620477982;948,98;18943091348;1.730,73;17534999095;944,51;10638954851;947,24;15087854318;969,77;228904648614;933,18;176595432079;956,41;84641953720;967,36;70036160707
1988-11-02;1.016,85;10182442698;962,03;29711650118;893,25;21751734308;1.020,72;141993;940,28;145751871395;950,27;18968698235;1.732,96;17557577016;945,76;10652998415;947,93;15134787048;970,83;229229694827;934,10;177307810038;957,50;84742592760;968,72;70133591969
1988-11-03;1.020,42;10218247817;964,23;29779414396;895,21;21799529487;1.021,56;142109;941,80;146005098094;952,57;19014670215;1.737,51;17603649138;947,82;10676253167;949,84;15169087367;973,01;229735738216;935,45;177558009806;959,69;84966026803;970,28;70247196494
1988-11-04;1.019,47;10208385828;964,48;29786245868;895,50;21806223397;1.022,39;142224;942,29;146183825168;952,93;19140599643;1.737,26;17601173053;948,59;10682155007;950,41;15182927814;972,71;229656952468;936,01;177735726582;960,19;85009683337;971,11;70349483752
1988-11-05;1.019,47;10208385828;964,48;29786245868;895,50;21806223397;1.022,39;142224;942,29;146183825168;952,93;19140599643;1.737,26;17601173053;948,59;10682155007;950,41;15182927814;972,71;229656952468;936,01;177735726582;960,19;85009683337;971,11;70349483752
1988-11-06;1.019,47;10208385828;964,48;29786245868;895,50;21806223397;1.022,39;142224;942,29;146183825168;952,93;19140599643;1.737,26;17601173053;948,59;10682155007;950,41;15182927814;972,71;229656952468;936,01;177735726582;960,19;85009683337;971,11;70349483752
1988-11-07;1.020,74;10220845865;965,72;29824140745;896,74;21836207657;1.024,87;142570;943,62;146385181328;954,12;19164432596;1.739,56;17621033604;949,73;10695066172;951,82;15204686349;974,12;229980998528;937,36;178514048689;961,60;85144875681;972,42;70443656686
1988-11-08;1.021,03;10419369782;966,21;29839100468;897,10;21844279637;1.024,12;264581;944,07;146505829357;954,57;19173549463;1.740,27;17628168142;950,16;10699799779;952,28;15212157967;974,57;230066772528;937,82;178691327465;962,07;85186102896;972,86;70474866449
1988-11-09;1.021,37;10422292664;966,60;29850314629;897,43;21852113046;1.025,48;264933;944,47;146576730716;954,86;19179292305;1.740,81;17634175238;950,46;10703255459;952,80;15221373416;974,97;230200854400;938,23;178916587792;962,52;85268666807;973,19;70498362216
1988-11-10;1.022,69;10449213328;968,04;29894308398;898,28;21873054915;1.027,51;265456;946,24;146850405714;955,38;19176309012;1.742,65;17652830319;950,76;10706608276;954,00;15241574711;976,18;230481416484;939,96;179246219221;963,92;85501443890;974,83;70615922754
1988-11-11;1.023,31;10451505227;968,95;29952581112;899,03;21890922122;1.062,64;274533;947,18;147193800003;956,15;19191843515;1.743,87;17679124599;951,52;10716290331;954,98;15263426054;976,93;231026720516;940,82;179393258399;964,75;85784503015;975,80;70754921025
1988-11-12;1.023,31;10451505227;968,95;29952581112;899,03;21890922122;1.062,64;274533;947,18;147193800003;956,15;19191843515;1.743,87;17679124599;951,52;10716290331;954,98;15263426054;976,93;231026720516;940,82;179393258399;964,75;85784503015;975,80;70754921025
1988-11-13;1.023,31;10451505227;968,95;29952581112;899,03;21890922122;1.062,64;274533;947,18;147193800003;956,15;19191843515;1.743,87;17679124599;951,52;10716290331;954,98;15263426054;976,93;231026720516;940,82;179393258399;964,75;85784503015;975,80;70754921025
1988-11-14;1.024,96;10468311101;970,61;30003852649;900,40;21924098219;1.319,32;340847;948,15;147263977061;958,43;19236970098;1.747,01;17729265369;952,81;10725582497;955,98;15275030746;978,35;231323359236;941,92;179603879176;966,18;85945842543;976,81;70802277452
1988-11-15;1.024,99;10462387164;971,13;30009422936;900,90;21955957072;1.028,54;265723;948,69;147344214120;958,68;19251925964;1.747,91;17738438824;953,08;10763201343;956,49;15460073673;978,82;231357106846;942,46;179656453052;966,89;86010234466;977,17;70788029940
1988-11-16;1.028,05;10493695449;971,88;30030454356;901,73;21975729577;1.029,20;265893;949,23;147424243281;959,59;19270305625;1.750,17;17761330181;953,81;10771454104;957,20;15490295660;979,38;231518050296;942,99;179754247606;967,32;86048091664;978,22;70862652441
1988-11-17;1.027,79;10477694940;972,15;30038244047;901,88;21979232069;1.029,86;266065;949,55;147469236645;959,80;19268335440;1.750,35;17763204520;954,06;10774301069;957,22;15506993053;979,52;231521045567;943,30;179800207644;967,43;86063329096;978,50;70939709493
1988-11-18;1.028,02;10487707348;972,63;30052779083;902,18;21986456127;1.030,52;266236;949,89;147521273994;959,97;19269434282;1.750,99;17770041105;954,34;10777426256;957,45;15554005788;979,84;231586938332;943,57;179892348969;967,74;86091036665;978,81;70961742100
1988-11-19;1.028,02;10487707348;972,63;30052779083;902,18;21986456127;1.030,52;266236;949,89;147521273994;959,97;19269434282;1.750,99;17770041105;954,34;10777426256;957,45;15554005788;979,84;231586938332;943,57;179892348969;967,74;86091036665;978,81;70961742100
1988-11-20;1.028,02;10487707348;972,63;30052779083;902,18;21986456127;1.030,52;266236;949,89;147521273994;959,97;19269434282;1.750,99;17770041105;954,34;10777426256;957,45;15554005788;979,84;231586938332;943,57;179892348969;967,74;86091036665;978,81;70961742100
1988-11-21;1.029,34;10501219118;974,31;30104633736;903,73;22013771367;1.032,52;266751;951,55;147775238918;961,85;19300721508;1.753,85;17799024987;955,93;10794335903;959,13;15583606816;981,42;231927915343;945,20;180197406876;969,30;86223992105;980,69;71095262544
1988-11-22;1.029,90;10506815622;974,92;30122550332;904,40;22026934902;1.033,18;266923;952,16;147570675218;962,40;19311761637;1.754,76;17805848601;956,52;10790266275;959,65;15610355045;982,04;232071370092;945,81;180307324870;969,93;86280171972;981,27;71135255017
1988-11-23;1.030,36;10511542156;975,62;30079546107;905,02;22041907505;1.033,85;267095;952,72;147655423299;962,82;19318963046;1.755,67;17815156115;957,05;10783293537;959,93;15563476716;982,59;232407296793;946,29;180399345637;970,24;86287249998;981,97;71182007550
1988-11-24;1.031,01;10517924880;976,36;30098666735;905,71;22052742279;1.034,51;267266;953,31;147758531031;963,56;19331554904;1.757,11;17829670926;957,79;10791694518;960,71;15593087372;983,18;232205920987;946,81;180621015607;970,81;86271491484;982,77;71108498216
1988-11-25;1.031,68;10524726614;976,91;30115646852;906,38;22068471954;1.042,64;14958493;953,55;147817790452;964,91;19357885767;1.758,11;17841036987;958,73;10802379479;961,34;15597581316;983,51;232277856632;947,05;180667920671;971,23;86306132721;983,18;71109811132
1988-11-26;1.031,68;10524726614;976,91;30115646852;906,38;22068471954;1.042,64;14958493;953,55;147817790452;964,91;19357885767;1.758,11;17841036987;958,73;10802379479;961,34;15597581316;983,51;232277856632;947,05;180667920671;971,23;86306132721;983,18;71109811132
1988-11-27;1.031,68;10524726614;976,91;30115646852;906,38;22068471954;1.042,64;14958493;953,55;147817790452;964,91;19357885767;1.758,11;17841036987;958,73;10802379479;961,34;15597581316;983,51;232277856632;947,05;180667920671;971,23;86306132721;983,18;71109811132
1988-11-28;1.032,80;10467142851;979,08;29719348497;908,30;21785304596;1.052,86;15105147;955,54;147423216618;967,07;18754577515;1.761,43;17489858707;960,80;10564613419;963,38;15345391908;985,49;231111015176;949,10;178067615343;973,29;84179268012;985,23;69461661170
1988-11-29;1.033,54;10672696083;979,88;31131765004;909,10;22097747607;1.042,94;1505274418;956,46;149536351630;970,97;18854615815;1.763,07;17760304787;961,76;10821194190;964,05;16266933449;986,11;235180245163;949,99;180733900474;973,96;87070050792;986,47;70768080829
1988-11-30;1.034,82;10649454181;981,20;31064937895;910,08;22355765699;1.043,48;1506041474;957,44;150542679726;972,14;19051490463;1.765,02;17878733281;963,00;10903821798;965,04;16289940596;987,02;236015490181;950,87;181026919797;974,93;87413667218;987,70;71486550946
1988-12-01;1.035,29;10657484131;981,70;31083118431;910,05;22416373842;1.043,57;1506174202;957,69;150579395198;972,56;19059833160;1.764,36;17918956826;963,68;10911210661;964,99;16321513287;987,27;236123615927;950,69;180764567899;975,09;87433104015;988,03;71873518689
1988-12-02;1.036,15;10666212380;982,49;31108216508;910,80;22434847272;1.043,58;1506192113;958,43;150681658803;973,29;19158196820;1.765,83;17957869786;964,45;10919753502;965,71;16338036095;987,98;236288332651;951,26;181530729276;975,87;87503252352;988,74;71923741384
1988-12-03;1.036,15;10666212380;982,49;31108216508;910,80;22434847272;1.043,58;1506192113;958,43;150681658803;973,29;19158196820;1.765,83;17957869786;964,45;10919753502;965,71;16338036095;987,98;236288332651;951,26;181530729276;975,87;87503252352;988,74;71923741384
