
Fecha;ALAMEDA;;CONCORDIA;;CUPRUM;;EL LIBERTADOR;;HABITAT;;INVIERTA;;PLANVITAL;;PROVIDA;;SAN CRISTOBAL;;SANTA MARIA;;SUMMA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
1996-01-14;6.306,15;68812788906;6.058,03;48131562576;7.577,92;450311105795;6.646,14;92694710673;6.716,96;1354542154407;7.129,35;108939644293;6.368,01;31939134559;6.073,48;1725678352226;11.616,78;163202631756;6.397,63;232420653480;6.613,15;1082319392068;5.866,37;2092665204382;5.906,68;1496915882658;6.515,67;779082522524;6.529,49;466263987383;5.853,26;64037121090
1996-01-15;6.312,55;68882486912;6.064,02;48178480118;7.589,27;451008239947;6.652,27;92793722973;6.723,31;1355224472743;7.136,43;108983777164;6.374,79;31970049829;6.079,50;1727377369438;11.625,94;163305067218;6.402,88;232682372565;6.619,66;1083136476572;5.873,10;2097188321327;5.912,33;1498329433755;6.520,35;779739679369;6.534,15;465820669903;5.858,00;64081105234
1996-01-16;6.316,93;68947104523;6.068,36;48212923780;7.593,78;451270988927;6.656,23;92830697875;6.726,12;1355629290173;7.141,57;109058101531;6.376,76;31980134223;6.082,28;1728093520509;11.629,07;163348995423;6.405,45;232772184722;6.623,20;1083685377611;5.876,75;2110147314309;5.915,01;1499099535804;6.523,16;779979219064;6.538,44;466209754925;5.859,36;64095936009
1996-01-17;6.324,73;69370164873;6.070,27;48218006925;7.598,22;451472703859;6.660,47;92868935609;6.729,18;1356183321540;7.150,46;109183945266;6.383,97;32014355099;6.086,70;1731012859044;11.636,06;163486796141;6.409,64;232953110852;6.629,18;1084523033322;5.883,18;2112345525091;5.919,82;1501617068982;6.528,74;781045785419;6.544,48;467323103880;5.862,67;64131862793
1996-01-18;6.330,66;69419801324;6.075,45;48255310799;7.608,18;452039246372;6.666,58;92993965841;6.737,57;1358056068383;7.159,12;109309032333;6.393,38;32033668909;6.093,23;1732863244357;11.645,86;163756942986;6.415,37;233116050588;6.637,67;1085800523515;5.889,69;2115479289150;5.925,53;1504827611046;6.535,30;782274158502;6.549,88;468042973321;5.867,88;64191208624
1996-01-19;6.346,10;69539377597;6.084,02;48323342462;7.628,27;453232948366;6.674,45;93101401934;6.746,99;1360118351185;7.168,34;109409811245;6.404,55;32089607635;6.102,15;1735619983267;11.656,99;164152810604;6.424,58;233579136066;6.650,93;1087897945189;5.899,80;2119231877161;5.934,58;1508085628956;6.541,03;782926141631;6.558,87;468719693438;5.875,62;64286065451
1996-01-20;6.346,10;69539377597;6.084,02;48323342462;7.628,27;453232948366;6.674,45;93101401934;6.746,99;1360118351185;7.168,34;109409811245;6.404,55;32089607635;6.102,15;1735619983267;11.656,99;164152810604;6.424,58;233579136066;6.650,93;1087897945189;5.899,80;2119231877161;5.934,58;1508085628956;6.541,03;782926141631;6.558,87;468719693438;5.875,62;64286065451
1996-01-21;6.346,10;69539377597;6.084,02;48323342462;7.628,27;453232948366;6.674,45;93101401934;6.746,99;1360118351185;7.168,34;109409811245;6.404,55;32089607635;6.102,15;1735619983267;11.656,99;164152810604;6.424,58;233579136066;6.650,93;1087897945189;5.899,80;2119231877161;5.934,58;1508085628956;6.541,03;782926141631;6.558,87;468719693438;5.875,62;64286065451
1996-01-22;6.344,69;69523948507;6.082,79;48313506537;7.627,45;454110978904;6.671,69;93065471948;6.743,68;1360171892103;7.167,97;109400924756;6.401,37;32042718369;6.099,06;1736093123933;11.653,76;164183073581;6.420,95;233440202787;6.648,48;1092872638158;5.897,74;2119199020795;5.931,54;1508129914963;6.536,26;783087475858;6.557,26;468773465639;5.871,34;64238477225
1996-01-23;6.336,24;69428669410;6.076,82;48474643862;7.618,84;454095389811;6.663,00;92927130928;6.734,84;1359628634957;7.162,65;109449991138;6.390,55;32011682378;6.088,71;1738605266364;11.641,97;164256904805;6.412,25;233085765484;6.641,22;1091567862012;5.889,88;2116748691159;5.922,07;1506275421640;6.525,42;782532846197;6.545,61;468362473480;5.862,28;64128484371
1996-01-24;6.327,35;69331252865;6.067,09;48453263080;7.605,32;454476738793;6.652,21;92668464411;6.725,61;1358623355096;7.150,65;109286947263;6.381,49;31965587615;6.078,92;1735764894229;11.625,66;164107160913;6.402,11;232760373154;6.633,27;1091434854019;5.879,60;2111458276798;5.912,83;1505564213175;6.512,91;781898569705;6.532,44;467790043065;5.853,12;64027725647
1996-01-25;6.322,34;69276386271;6.064,64;48433759300;7.600,41;455429213565;6.645,71;92713367362;6.719,75;1359293047389;7.147,06;109483187076;6.374,81;31932097438;6.072,00;1733789372370;11.612,52;164031412862;6.395,97;232534883450;6.627,57;1090461960422;5.873,61;2109541355166;5.906,39;1504592978556;6.505,24;781715536550;6.525,63;467832903385;5.846,40;63948050539
1996-01-26;6.320,31;69398402245;6.064,46;48544540456;7.601,68;455557925484;6.642,00;92674354788;6.717,48;1359906357765;7.142,27;109419164769;6.371,39;31930169812;6.068,16;1736465256353;11.609,99;163904827432;6.392,78;232663017241;6.626,19;1090238770098;5.870,51;2108427318463;5.903,33;1504268433666;6.500,62;782173141031;6.522,09;467699395554;5.842,39;63895479343
1996-01-27;6.320,31;69398402245;6.064,46;48544540456;7.601,68;455557925484;6.642,00;92674354788;6.717,48;1359906357765;7.142,27;109419164769;6.371,39;31930169812;6.068,16;1736465256353;11.609,99;163904827432;6.392,78;232663017241;6.626,19;1090238770098;5.870,51;2108427318463;5.903,33;1504268433666;6.500,62;782173141031;6.522,09;467699395554;5.842,39;63895479343
1996-01-28;6.320,31;69398402245;6.064,46;48544540456;7.601,68;455557925484;6.642,00;92674354788;6.717,48;1359906357765;7.142,27;109419164769;6.371,39;31930169812;6.068,16;1736465256353;11.609,99;163904827432;6.392,78;232663017241;6.626,19;1090238770098;5.870,51;2108427318463;5.903,33;1504268433666;6.500,62;782173141031;6.522,09;467699395554;5.842,39;63895479343
1996-01-29;6.320,78;66651506386;6.063,07;45576080491;7.601,43;434580137449;6.640,10;87790737510;6.716,70;1332894461309;7.139,01;106473677435;6.370,45;28730488627;6.065,54;1690787934639;11.606,38;154619987349;6.389,93;223451474463;6.626,40;1054704931763;5.870,69;2044885837261;5.901,71;1444034787280;6.496,83;744864974313;6.519,54;443986331646;5.839,08;56873920839
1996-01-30;6.308,74;70173854194;6.053,81;47906167321;7.586,76;463778475194;6.626,26;88870784312;6.709,07;1405900793070;7.130,18;110948165074;6.360,30;28999572526;6.056,03;1732651834186;11.586,83;159021932813;6.379,68;229898745946;6.617,46;1099272682825;5.859,75;2095018475258;5.891,51;1487430088824;6.484,98;767392337232;6.507,68;457691398619;5.828,71;60420134494
1996-01-31;6.308,54;70163743091;6.053,19;47969634238;7.587,18;463752887583;6.622,36;89028430569;6.709,56;1406270566169;7.127,63;110898886386;6.358,32;28971331111;6.054,79;1731998768854;11.580,56;159007333990;6.377,66;230121010872;6.616,90;1097832203446;5.858,50;2093115405239;5.890,76;1487544220701;6.481,17;767090694968;6.503,59;456978427137;5.826,39;60379698602
1996-02-01;6.304,89;70105659953;6.052,69;47965913161;7.585,28;463653325996;6.621,10;89063379201;6.708,78;1405385032837;7.129,15;110877705526;6.361,81;29007460181;6.055,03;1732715119814;11.580,73;158960764250;6.375,93;230185360918;6.616,71;1098989731447;5.857,40;2093639681617;5.889,68;1486652639443;6.480,17;766854584888;6.503,38;456644850114;5.825,10;60411582381
1996-02-02;6.301,37;70066538600;6.051,20;47931664184;7.584,47;463397300504;6.618,65;89028863632;6.707,43;1405035188732;7.127,75;110829549603;6.357,64;28986489683;6.052,45;1729221458190;11.574,23;158870899163;6.373,63;230102689655;6.614,37;1098554825731;5.854,92;2092708854237;5.887,23;1485916429713;6.476,23;766068191633;6.499,80;456401173331;5.822,10;60286038604
1996-02-03;6.301,37;70066538600;6.051,20;47931664184;7.584,47;463397300504;6.618,65;89028863632;6.707,43;1405035188732;7.127,75;110829549603;6.357,64;28986489683;6.052,45;1729221458190;11.574,23;158870899163;6.373,63;230102689655;6.614,37;1098554825731;5.854,92;2092708854237;5.887,23;1485916429713;6.476,23;766068191633;6.499,80;456401173331;5.822,10;60286038604
1996-02-04;6.301,37;70066538600;6.051,20;47931664184;7.584,47;463397300504;6.618,65;89028863632;6.707,43;1405035188732;7.127,75;110829549603;6.357,64;28986489683;6.052,45;1729221458190;11.574,23;158870899163;6.373,63;230102689655;6.614,37;1098554825731;5.854,92;2092708854237;5.887,23;1485916429713;6.476,23;766068191633;6.499,80;456401173331;5.822,10;60286038604
1996-02-05;6.304,49;70116517509;6.052,58;47944096682;7.585,51;463360982526;6.622,05;89082841962;6.709,68;1404514974263;7.128,25;110832347570;6.357,78;28860042963;6.055,12;1729874875553;11.579,44;158890307901;6.377,47;230217268255;6.617,70;1098178251891;5.857,63;2093581678942;5.889,99;1486493317347;6.479,04;765898918847;6.503,49;456629239965;5.827,04;60327165060
1996-02-06;6.301,35;70078641787;6.049,31;47918072185;7.582,42;463241326178;6.619,76;89048442320;6.706,95;1403962640103;7.125,17;110784278972;6.355,08;28848447890;6.052,25;1729322292355;11.574,30;158820013017;6.375,10;229738583539;6.614,25;1097516238073;5.853,85;2092088356400;5.887,22;1485563398365;6.477,51;764699852469;6.500,75;456389221092;5.826,46;60319503100
1996-02-07;6.303,62;70103834640;6.051,68;47949796372;7.588,05;463568665251;6.623,41;89105661472;6.708,46;1404071953338;7.128,13;110825736806;6.356,19;28861414343;6.053,49;1729701279138;11.577,78;158812017311;6.376,78;229675329512;6.615,80;1097339391419;5.856,11;2092963569409;5.889,16;1486104443834;6.480,11;764413237759;6.503,67;456582586495;5.827,92;60335681090
1996-02-08;6.306,57;70136679765;6.054,14;47977470313;7.590,02;463769047868;6.627,13;89156452731;6.710,88;1404813395379;7.128,72;110830264521;6.359,19;28874747469;6.056,07;1730327459452;11.584,20;158900873528;6.379,70;229779390641;6.619,71;1097928514088;5.859,19;2093912687318;5.892,08;1486868056282;6.483,30;764633708064;6.506,87;456960220244;5.830,45;60360261375
1996-02-09;6.306,01;70105677696;6.054,70;47954041473;7.590,53;463774346050;6.627,69;89107571178;6.711,24;1404846937179;7.129,62;110838451156;6.359,84;28877712234;6.056,59;1730595414988;11.584,75;158913691591;6.380,26;229795207540;6.619,53;1097882797828;5.858,88;2093819392099;5.892,27;1485168229615;6.483,96;763947118844;6.507,27;456955440094;5.830,54;60357747066
1996-02-10;6.306,01;70105677696;6.054,70;47954041473;7.590,53;463774346050;6.627,69;89107571178;6.711,24;1404846937179;7.129,62;110838451156;6.359,84;28877712234;6.056,59;1730595414988;11.584,75;158913691591;6.380,26;229795207540;6.619,53;1097882797828;5.858,88;2093819392099;5.892,27;1485168229615;6.483,96;763947118844;6.507,27;456955440094;5.830,54;60357747066
1996-02-11;6.306,01;70105677696;6.054,70;47954041473;7.590,53;463774346050;6.627,69;89107571178;6.711,24;1404846937179;7.129,62;110838451156;6.359,84;28877712234;6.056,59;1730595414988;11.584,75;158913691591;6.380,26;229795207540;6.619,53;1097882797828;5.858,88;2093819392099;5.892,27;1485168229615;6.483,96;763947118844;6.507,27;456955440094;5.830,54;60357747066
1996-02-12;6.310,64;70157148914;6.058,24;47997409483;7.592,88;463886434000;6.631,34;89155988381;6.713,20;1405241884495;7.133,22;110924329715;6.364,22;28894861568;6.060,24;1730641418127;11.591,93;159011920884;6.383,63;229547116803;6.617,00;1097663581487;5.860,93;2092253091462;5.895,61;1486054381028;6.485,74;764211854245;6.509,57;457086146523;5.833,85;60390049594
1996-02-13;6.318,55;70245040348;6.065,72;48049053241;7.601,81;464474326933;6.641,19;89175537152;6.720,25;1405697386820;7.141,63;110976158110;6.372,33;28931658766;6.067,85;1732301856486;11.609,77;159368098385;6.392,80;229872542141;6.625,64;1099000305203;5.867,83;2095090995265;5.902,94;1487866057078;6.495,60;765301048690;6.517,86;456940579746;5.841,88;60455432119
1996-02-14;6.322,52;70289228972;6.066,73;48042646930;7.605,66;464757416132;6.643,97;89188999856;6.719,73;1405594731674;7.140,69;110922422966;6.376,02;28940988660;6.068,79;1732365353717;11.615,82;159331683922;6.393,51;229847736009;6.627,07;1098866070035;5.868,25;2096207790463;5.903,99;1488507175382;6.497,83;765762840202;6.518,95;456942394163;5.844,55;60530000984
1996-02-15;6.327,67;70345943774;6.070,18;48076318919;7.611,51;465112136633;6.649,99;89291723459;6.724,06;1407365593201;7.145,50;110996967742;6.379,63;28956165467;6.073,85;1733710807677;11.625,40;159463093105;6.398,32;230050357768;6.632,14;1099341196847;5.873,12;2100906579484;5.908,76;1489791215608;6.504,34;766486411217;6.525,12;457275352720;5.848,33;60562477729
1996-02-16;6.329,86;70733601077;6.072,68;48096094349;7.614,43;465549701548;6.652,42;89278859722;6.724,59;1407476170675;7.149,62;111061046688;6.377,15;28896936300;6.074,78;1734450692121;11.630,43;159539025180;6.400,29;230176883927;6.633,61;1099530995029;5.874,72;2110989747100;5.910,29;1491117356893;6.506,73;766887589506;6.528,48;457551721693;5.849,54;60549406321
1996-02-17;6.329,86;70733601077;6.072,68;48096094349;7.614,43;465549701548;6.652,42;89278859722;6.724,59;1407476170675;7.149,62;111061046688;6.377,15;28896936300;6.074,78;1734450692121;11.630,43;159539025180;6.400,29;230176883927;6.633,61;1099530995029;5.874,72;2110989747100;5.910,29;1491117356893;6.506,73;766887589506;6.528,48;457551721693;5.849,54;60549406321
1996-02-18;6.329,86;70733601077;6.072,68;48096094349;7.614,43;465549701548;6.652,42;89278859722;6.724,59;1407476170675;7.149,62;111061046688;6.377,15;28896936300;6.074,78;1734450692121;11.630,43;159539025180;6.400,29;230176883927;6.633,61;1099530995029;5.874,72;2110989747100;5.910,29;1491117356893;6.506,73;766887589506;6.528,48;457551721693;5.849,54;60549406321
1996-02-19;6.326,47;70708515351;6.069,43;48029868566;7.609,49;465271369237;6.648,01;89249956673;6.722,38;1407241584187;7.141,52;110930417373;6.374,55;28885154218;6.072,28;1734004292926;11.623,86;159525749510;6.396,71;230201369636;6.631,85;1099508958763;5.871,59;2110284015719;5.907,44;1491203972568;6.504,91;766823851182;6.523,95;457708260906;5.846,14;60504567016
1996-02-20;6.320,38;71039892385;6.062,90;48072457785;7.601,77;465214096175;6.642,79;89179073970;6.716,71;1406058401785;7.131,38;110771240539;6.370,16;28870716992;6.066,83;1733197844079;11.615,11;159495593152;6.391,93;230007655069;6.626,44;1101877389775;5.864,88;2107821156939;5.902,38;1491459647988;6.500,09;766441645923;6.516,34;457461965987;5.841,82;60456164455
1996-02-21;6.313,19;70987894246;6.056,74;48020495930;7.594,62;464921385757;6.638,05;89117990251;6.711,22;1404871231696;7.128,74;110737549111;6.363,77;28844579825;6.061,77;1732559988526;11.603,62;159438559691;6.384,66;229746197727;6.620,36;1100942571339;5.859,81;2107085818608;5.897,62;1491106806068;6.494,66;766031750172;6.510,93;457145400081;5.834,80;60382287328
1996-02-22;6.313,32;70983484302;6.057,11;48066083216;7.593,74;465293429453;6.638,97;89055350935;6.710,90;1404680522863;7.129,05;110914316358;6.363,64;28876222580;6.061,09;1736673963567;11.605,03;159504804988;6.385,26;229855647340;6.621,35;1103161150410;5.859,53;2107963912838;5.897,52;1492830264021;6.494,13;766790801621;6.512,89;457742588962;5.834,79;60382126514
1996-02-23;6.314,53;70989394131;6.057,46;48114633035;7.596,32;467150374825;6.641,29;89230471113;6.708,59;1404750932021;7.129,32;110895080983;6.365,18;28877872939;6.061,10;1738513777056;11.606,35;159560558136;6.385,85;229862557897;6.621,22;1103116390059;5.860,65;2109201925409;5.898,38;1493393138215;6.496,02;768118339710;6.515,35;458240680929;5.834,78;60374635236
1996-02-24;6.314,53;70989394131;6.057,46;48114633035;7.596,32;467150374825;6.641,29;89230471113;6.708,59;1404750932021;7.129,32;110895080983;6.365,18;28877872939;6.061,10;1738513777056;11.606,35;159560558136;6.385,85;229862557897;6.621,22;1103116390059;5.860,65;2109201925409;5.898,38;1493393138215;6.496,02;768118339710;6.515,35;458240680929;5.834,78;60374635236
1996-02-25;6.314,53;70989394131;6.057,46;48114633035;7.596,32;467150374825;6.641,29;89230471113;6.708,59;1404750932021;7.129,32;110895080983;6.365,18;28877872939;6.061,10;1738513777056;11.606,35;159560558136;6.385,85;229862557897;6.621,22;1103116390059;5.860,65;2109201925409;5.898,38;1493393138215;6.496,02;768118339710;6.515,35;458240680929;5.834,78;60374635236
1996-02-26;6.316,75;71014314489;6.058,89;48186484341;7.597,19;467485909382;6.642,97;89306851815;6.710,24;1405467504459;7.131,22;110964636832;6.369,17;28895994965;6.063,01;1739109676105;11.609,94;159782664796;6.388,25;229904008590;6.623,58;1105713064665;5.861,15;2107225304913;5.899,88;1494568444835;6.498,25;770099990052;6.517,54;458522768762;5.837,79;60455731512
1996-02-27;6.317,70;71137375251;6.058,70;48318014353;7.600,90;468193378073;6.645,33;89461448909;6.710,84;1405949326252;7.132,33;111101130892;6.369,20;28957952998;6.063,73;1738964495896;11.611,26;159943605879;6.389,21;229945440241;6.624,21;1105769541084;5.862,63;2107493002509;5.901,48;1494850855450;6.499,67;770966515514;6.518,69;458738760501;5.837,71;60445903883
1996-02-28;6.316,54;68372869528;6.056,30;45551959912;7.598,48;448053130964;6.646,89;84797443585;6.710,56;1380754047700;7.129,63;108112730510;6.368,96;25785866820;6.064,19;1699309816744;11.609,00;150170555671;6.389,80;220911969792;6.625,22;1065680028238;5.863,69;2047380859994;5.902,06;1431342895121;6.502,35;736869198464;6.518,21;434831886376;5.836,56;54480163545
1996-02-29;6.322,34;71578376130;6.065,07;48132987779;7.604,60;483527901785;6.653,77;85974929487;6.717,69;1466693137307;7.137,37;112675027952;6.376,35;26022694291;6.071,33;1742754247112;11.625,04;155200329135;6.397,83;228163282660;6.633,96;1104865308527;5.869,22;2102013442995;5.908,08;1475535516867;6.510,19;761055248980;6.526,24;449844042060;5.842,96;58430726100

Fecha;APORTA;;ARMONIZA;;BANSANDER;;CUPRUM;;FOMENTA;;FUTURO;;HABITAT;;MAGISTER;;PLANVITAL;;PROTECCION;;PROVIDA;;SANTA MARIA;;SUMMA;;UNION;;VALORA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
1996-03-01;6.323,72;71586921456;6.067,67;48153632788;7.605,51;483276531215;6.719,27;1467332967394;7.140,49;112715827944;6.378,63;26031995904;6.072,15;1742777668519;11.627,41;155208812704;6.399,79;314234461404;6.636,32;1105707433977;5.870,21;2103563021145;5.909,29;1475830812291;6.511,57;760876092153;6.526,91;450195125895;5.844,78;58629929077
1996-03-02;6.323,72;71586921456;6.067,67;48153632788;7.605,51;483276531215;6.719,27;1467332967394;7.140,49;112715827944;6.378,63;26031995904;6.072,15;1742777668519;11.627,41;155208812704;6.399,79;314234461404;6.636,32;1105707433977;5.870,21;2103563021145;5.909,29;1475830812291;6.511,57;760876092153;6.526,91;450195125895;5.844,78;58629929077
1996-03-03;6.323,72;71586921456;6.067,67;48153632788;7.605,51;483276531215;6.719,27;1467332967394;7.140,49;112715827944;6.378,63;26031995904;6.072,15;1742777668519;11.627,41;155208812704;6.399,79;314234461404;6.636,32;1105707433977;5.870,21;2103563021145;5.909,29;1475830812291;6.511,57;760876092153;6.526,91;450195125895;5.844,78;58629929077
1996-03-04;6.332,05;71612237412;6.073,95;48203474417;7.614,49;483797394940;6.726,60;1468986065022;7.146,75;112784752938;6.386,65;26064058602;6.080,33;1743251221341;11.641,69;155358565745;6.408,88;314680671923;6.645,22;1106062077816;5.878,68;2106196945938;5.917,61;1477682493991;6.520,96;761293105233;6.535,90;449870782159;5.852,11;58724704425
1996-03-05;6.337,47;71678403140;6.078,41;48238620155;7.621,47;484185547299;6.730,42;1469774027497;7.151,68;112848660814;6.391,58;25961449774;6.083,40;1744415023326;11.650,57;155401965107;6.413,17;314936788541;6.650,04;1106773898442;5.882,72;2107622114701;5.922,01;1478687948752;6.526,02;761467986599;6.543,05;450429126051;5.857,35;58743080383
1996-03-06;6.344,73;71746311361;6.086,58;48303488780;7.631,45;484798540685;6.736,11;1470051601176;7.161,66;113022937225;6.397,16;25984130638;6.089,17;1745942361871;11.661,05;155456120270;6.419,68;314762451563;6.656,33;1107635368230;5.888,60;2109652551719;5.928,27;1480168235059;6.534,34;761908928592;6.550,91;450962967987;5.863,36;58790460019
1996-03-07;6.349,12;71690474210;6.092,79;48310124629;7.638,04;485177194307;6.739,51;1470691484795;7.169,20;113137243992;6.399,77;25994377854;6.091,65;1746857107216;11.663,88;155533349347;6.423,48;314948952244;6.660,42;1108255002930;5.892,14;2110943457824;5.931,88;1480985361722;6.536,40;761742832076;6.556,46;451314455004;5.866,17;58818395179
1996-03-08;6.348,47;71679215030;6.091,12;48287576356;7.638,75;485314759019;6.739,21;1471848081373;7.168,88;113104036342;6.399,36;25989472187;6.091,39;1746403938497;11.663,38;155525312616;6.423,16;314932236002;6.660,40;1107622238127;5.891,74;2110517997568;5.931,89;1479445914676;6.537,11;761811718497;6.556,59;451524727531;5.866,01;58835859319
1996-03-09;6.348,47;71679215030;6.091,12;48287576356;7.638,75;485314759019;6.739,21;1471848081373;7.168,88;113104036342;6.399,36;25989472187;6.091,39;1746403938497;11.663,38;155525312616;6.423,16;314932236002;6.660,40;1107622238127;5.891,74;2110517997568;5.931,89;1479445914676;6.537,11;761811718497;6.556,59;451524727531;5.866,01;58835859319
1996-03-10;6.348,47;71679215030;6.091,12;48287576356;7.638,75;485314759019;6.739,21;1471848081373;7.168,88;113104036342;6.399,36;25989472187;6.091,39;1746403938497;11.663,38;155525312616;6.423,16;314932236002;6.660,40;1107622238127;5.891,74;2110517997568;5.931,89;1479445914676;6.537,11;761811718497;6.556,59;451524727531;5.866,01;58835859319
1996-03-11;6.348,78;71661859023;6.090,68;48281361986;7.640,93;485456733388;6.740,68;1472233345211;7.170,43;113125288940;6.396,75;25976704337;6.092,16;1745261370266;11.663,46;155522071886;6.423,23;315002370558;6.660,81;1107589594503;5.891,84;2109875638701;5.932,41;1479575337855;6.538,67;761129151893;6.556,65;451300861043;5.865,12;58834870452
1996-03-12;6.345,63;71626284285;6.087,62;48251133494;7.634,66;484955437160;6.736,62;1471276308936;7.164,50;113030732871;6.392,86;25960919738;6.087,58;1743808802605;11.660,36;155479562493;6.419,49;314359182954;6.659,31;1107174172798;5.887,89;2106531620614;5.928,61;1478452771778;6.534,73;760601048605;6.550,41;450057316033;5.861,24;58796058212
1996-03-13;6.343,20;71598641026;6.084,29;48221211790;7.631,09;484750336217;6.734,14;1469676736688;7.164,27;113054817091;6.390,46;25947672127;6.085,51;1742445180438;11.657,08;155350369567;6.417,61;313998255750;6.657,49;1106143534353;5.885,99;2106254391159;5.927,05;1478053634879;6.532,86;760444571238;6.549,33;450018021897;5.858,38;58765060100
1996-03-14;6.343,67;71586530394;6.084,20;48170942906;7.630,92;484738960563;6.734,46;1469774066635;7.165,03;113061663509;6.391,13;25950588419;6.085,86;1742270014215;11.658,54;155386925402;6.417,90;314098970677;6.658,14;1106141023380;5.886,00;2108663410763;5.928,01;1478534111379;6.532,52;760547787629;6.549,75;449976456355;5.858,09;58765044648
1996-03-15;6.346,37;71616701845;6.087,79;48192987236;7.634,15;484941380576;6.737,61;1470369160773;7.170,21;113081053131;6.393,59;25960408646;6.088,16;1743230516264;11.663,39;155571336986;6.420,94;314178424340;6.661,42;1106681496137;5.887,76;2120425947516;5.930,80;1479815831895;6.535,37;761044234234;6.551,94;450048118315;5.860,77;58769689894
1996-03-16;6.346,37;71616701845;6.087,79;48192987236;7.634,15;484941380576;6.737,61;1470369160773;7.170,21;113081053131;6.393,59;25960408646;6.088,16;1743230516264;11.663,39;155571336986;6.420,94;314178424340;6.661,42;1106681496137;5.887,76;2120425947516;5.930,80;1479815831895;6.535,37;761044234234;6.551,94;450048118315;5.860,77;58769689894
1996-03-17;6.346,37;71616701845;6.087,79;48192987236;7.634,15;484941380576;6.737,61;1470369160773;7.170,21;113081053131;6.393,59;25960408646;6.088,16;1743230516264;11.663,39;155571336986;6.420,94;314178424340;6.661,42;1106681496137;5.887,76;2120425947516;5.930,80;1479815831895;6.535,37;761044234234;6.551,94;450048118315;5.860,77;58769689894
1996-03-18;6.344,06;71837143307;6.081,17;48140569793;7.628,03;484512352113;6.734,65;1470050232938;7.171,75;113097494167;6.393,58;25912771090;6.087,17;1742855531865;11.661,26;155527938048;6.417,81;314177545678;6.659,24;1106252505525;5.887,09;2120597232542;5.929,60;1480568198043;6.533,07;760897408716;6.548,95;450391283368;5.857,46;58784242704
1996-03-19;6.344,73;71873340835;6.081,83;48136683815;7.628,11;484733125960;6.736,19;1470495946652;7.172,64;113085908035;6.394,76;25917559772;6.087,66;1743005912522;11.665,44;155694801927;6.418,88;314167333527;6.661,92;1106511520765;5.886,35;2121049532409;5.929,74;1482620655724;6.533,82;761099408784;6.549,65;450646091814;5.859,31;58818108457
1996-03-20;6.342,00;71819179004;6.080,88;48144422320;7.626,38;485291704945;6.734,58;1470262468510;7.171,34;113054970089;6.393,34;25914683662;6.085,40;1742692299903;11.659,23;155658198347;6.415,61;313976233667;6.660,74;1106211275190;5.884,30;2120232786328;5.928,37;1483199161874;6.531,24;760702289523;6.547,22;450741547464;5.856,06;58784217629
1996-03-21;6.338,56;71812816779;6.076,60;48110605394;7.620,32;484886341688;6.732,22;1470133026624;7.168,44;113002085815;6.390,38;25902585104;6.082,39;1742693280343;11.654,35;155642152669;6.412,69;313848522657;6.658,36;1105698171330;5.881,80;2119671500733;5.925,41;1483545282831;6.528,63;760823160975;6.543,37;450763427059;5.852,62;58749767118
1996-03-22;6.338,69;71814232998;6.077,28;48351912517;7.620,99;485840378635;6.734,23;1473316455816;7.167,71;113142488163;6.391,84;25906791215;6.083,01;1750648489539;11.654,58;155847245541;6.413,50;313874906311;6.660,34;1111096659197;5.882,99;2121022228773;5.926,15;1484689456082;6.528,62;762599790929;6.542,89;450771766134;5.852,43;58739635296
1996-03-23;6.338,69;71814232998;6.077,28;48351912517;7.620,99;485840378635;6.734,23;1473316455816;7.167,71;113142488163;6.391,84;25906791215;6.083,01;1750648489539;11.654,58;155847245541;6.413,50;313874906311;6.660,34;1111096659197;5.882,99;2121022228773;5.926,15;1484689456082;6.528,62;762599790929;6.542,89;450771766134;5.852,43;58739635296
1996-03-24;6.338,69;71814232998;6.077,28;48351912517;7.620,99;485840378635;6.734,23;1473316455816;7.167,71;113142488163;6.391,84;25906791215;6.083,01;1750648489539;11.654,58;155847245541;6.413,50;313874906311;6.660,34;1111096659197;5.882,99;2121022228773;5.926,15;1484689456082;6.528,62;762599790929;6.542,89;450771766134;5.852,43;58739635296
1996-03-25;6.340,55;71875504961;6.079,50;48422710491;7.619,65;487527035049;6.739,21;1474738042792;7.171,88;113272472510;6.397,58;25930043410;6.087,15;1751787390507;11.661,74;155943674385;6.417,04;314144001100;6.665,25;1112209780918;5.885,34;2120334663512;5.929,54;1486495036437;6.531,46;764086549832;6.544,46;451330383312;5.855,44;58853400519
