
Fecha;APORTA;;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2013-04-17;27.599,99;1715124717161;29.227,06;2781833448378;26.215,52;2811946625041;29.582,69;117461877397;46.278,91;129041017054;26.903,84;1671704537375
2013-04-18;27.628,83;1720921742205;29.245,01;2794023678860;26.226,90;2818343722598;29.586,70;120820194720;46.329,19;130320900903;26.949,68;1678594652073
2013-04-19;27.653,88;1727761679162;29.284,51;2803878906758;26.248,26;2829354078468;29.612,24;121067431704;46.376,41;130757051192;26.980,50;1684505869347
2013-04-20;27.653,88;1727761679162;29.284,51;2803878906758;26.248,26;2829354078468;29.612,24;121067431704;46.376,41;130757051192;26.980,50;1684505869347
2013-04-21;27.653,88;1727761679162;29.284,51;2803878906758;26.248,26;2829354078468;29.612,24;121067431704;46.376,41;130757051192;26.980,50;1684505869347
2013-04-22;27.667,28;1733205051612;29.297,26;2815528864241;26.255,56;2834365418777;29.598,36;121330096400;46.397,84;131560054917;27.001,26;1688821167630
2013-04-23;27.657,39;1738223498428;29.292,63;2820223851082;26.258,89;2841882374040;29.595,51;121425632034;46.377,29;131961600127;26.985,00;1690345939046
2013-04-24;27.651,68;1741404088543;29.302,56;2828470512957;26.251,64;2847603937640;29.574,31;122181207184;46.374,76;131985258434;26.981,50;1697014334984
2013-04-25;27.632,38;1743773111040;29.286,59;2831688295949;26.227,41;2850622986601;29.566,71;122255648659;46.347,98;132139859300;26.956,33;1697774382913
2013-04-26;27.612,60;1746881437379;29.281,09;2834977950793;26.228,06;2857414443129;29.566,47;122621360938;46.340,51;132343298570;26.948,36;1701340756412
2013-04-27;27.612,60;1746881437379;29.281,09;2834977950793;26.228,06;2857414443129;29.566,47;122621360938;46.340,51;132343298570;26.948,36;1701340756412
2013-04-28;27.612,60;1746881437379;29.281,09;2834977950793;26.228,06;2857414443129;29.566,47;122621360938;46.340,51;132343298570;26.948,36;1701340756412
2013-04-29;27.640,32;1749866417475;29.294,61;2841965484536;26.238,20;2861499202574;29.571,09;122728202189;46.366,08;132677567393;26.967,16;1705447131834
2013-04-30;27.646,49;1752360107487;29.298,48;2845421578866;26.252,40;2865344579253;29.600,85;122808860221;46.373,66;132883688624;26.975,99;1709031165371
2013-05-01;27.646,49;1752360107487;29.298,48;2845421578866;26.252,40;2865344579253;29.600,85;122808860221;46.373,66;132883688624;26.975,99;1709031165371
2013-05-02;27.659,74;1758730303044;29.315,00;2842854071240;26.268,92;2860180939524;29.625,64;122825103925;46.397,36;131183248184;26.982,26;1715382582780
2013-05-03;27.695,22;1757782678341;29.360,69;2843737428955;26.312,42;2856605092527;29.666,47;123029593412;46.460,20;133668471894;27.026,39;1716228597524
2013-05-04;27.695,22;1757782678341;29.360,69;2843737428955;26.312,42;2856605092527;29.666,47;123029593412;46.460,20;133668471894;27.026,39;1716228597524
2013-05-05;27.695,22;1757782678341;29.360,69;2843737428955;26.312,42;2856605092527;29.666,47;123029593412;46.460,20;133668471894;27.026,39;1716228597524
2013-05-06;27.709,49;1757176620919;29.375,24;2843509463269;26.326,72;2853180025600;29.690,90;123218426801;46.476,35;133864271529;27.044,87;1715223193415
2013-05-07;27.724,10;1756770518444;29.384,72;2841276231383;26.337,35;2851232571402;29.681,75;123256772656;46.509,11;134057903941;27.068,94;1715045939214
2013-05-08;27.709,12;1754916959163;29.379,19;2841344575794;26.330,03;2850521357465;29.689,86;124037801789;46.474,66;133956283792;27.040,01;1712605344021
2013-05-09;27.700,51;1751162628396;29.353,79;2827282309345;26.306,42;2828857668799;29.649,88;122218379616;46.443,88;133930810303;27.035,97;1708454515361
2013-05-10;27.699,78;1750537838016;29.346,03;2824239241115;26.302,32;2822944828491;29.642,32;122266202704;46.442,82;134012708120;27.021,64;1705296856475
2013-05-11;27.699,78;1750537838016;29.346,03;2824239241115;26.302,32;2822944828491;29.642,32;122266202704;46.442,82;134012708120;27.021,64;1705296856475
2013-05-12;27.699,78;1750537838016;29.346,03;2824239241115;26.302,32;2822944828491;29.642,32;122266202704;46.442,82;134012708120;27.021,64;1705296856475
2013-05-13;27.708,48;1748494580977;29.355,67;2815555028181;26.307,22;2815625420979;29.620,81;122298515212;46.451,39;133688636226;27.022,12;1704669455202
2013-05-14;27.715,38;1747937579742;29.360,83;2811694268972;26.311,17;2810959965554;29.614,08;121260271416;46.466,29;133967608596;27.033,39;1704285998408
2013-05-15;27.732,07;1754378669189;29.384,90;2821759312846;26.322,95;2823780176868;29.620,46;124238981825;46.501,60;132180425404;27.058,87;1716969111472
2013-05-16;27.764,93;1753611658876;29.423,88;2818826162715;26.349,75;2822355203538;29.654,82;124285843308;46.555,30;134426394168;27.091,84;1718282218379
2013-05-17;27.770,14;1754021904400;29.427,14;2817089797637;26.354,17;2821652768548;29.657,69;124008356037;46.562,90;134449435275;27.100,62;1718277917913
2013-05-18;27.770,14;1754021904400;29.427,14;2817089797637;26.354,17;2821652768548;29.657,69;124008356037;46.562,90;134449435275;27.100,62;1718277917913
2013-05-19;27.770,14;1754021904400;29.427,14;2817089797637;26.354,17;2821652768548;29.657,69;124008356037;46.562,90;134449435275;27.100,62;1718277917913
2013-05-20;27.770,27;1754345254596;29.417,28;2816054274141;26.352,49;2820534939410;29.644,48;124198996573;46.553,97;134458254823;27.095,59;1717977295324
2013-05-21;27.770,27;1754345254596;29.417,28;2816054274141;26.352,49;2820534939410;29.644,48;124198996573;46.553,97;134458254823;27.095,59;1717977295324
2013-05-22;27.790,18;1755676271991;29.437,77;2819052111243;26.367,67;2820470406279;29.666,46;124447621295;46.592,22;134557256040;27.119,93;1719182494661
2013-05-23;27.790,08;1754303658976;29.446,52;2817313997113;26.378,58;2819359727217;29.679,65;125095851106;46.603,27;134613114905;27.113,82;1718288941320
2013-05-24;27.777,30;1751769486823;29.438,40;2814251297700;26.367,12;2813198951230;29.669,34;125249524998;46.586,73;134567165964;27.106,72;1719151910637
2013-05-25;27.777,30;1751769486823;29.438,40;2814251297700;26.367,12;2813198951230;29.669,34;125249524998;46.586,73;134567165964;27.106,72;1719151910637
2013-05-26;27.777,30;1751769486823;29.438,40;2814251297700;26.367,12;2813198951230;29.669,34;125249524998;46.586,73;134567165964;27.106,72;1719151910637
2013-05-27;27.767,44;1752034025079;29.415,09;2812522014681;26.356,17;2812072573640;29.668,78;125255719379;46.558,95;134223760778;27.095,12;1719798354961
2013-05-28;27.766,66;1751514260357;29.409,72;2813084486759;26.356,81;2811689370922;29.665,51;125188400598;46.556,04;134434248217;27.087,68;1719431820099
2013-05-29;27.748,16;1760348118001;29.393,94;2824786886766;26.341,99;2830403658868;29.653,04;125508190113;46.526,01;134740169643;27.065,85;1723499289319
2013-05-30;27.742,65;1766867785419;29.392,30;2842834569489;26.330,94;2847812724210;29.651,34;127176252108;46.528,89;134887376473;27.074,80;1731578674239
2013-05-31;27.741,15;1770376342111;29.374,00;2846970255958;26.323,84;2855294455044;29.647,22;127184929573;46.510,01;134969306156;27.085,54;1736359075269
2013-06-01;27.741,15;1770376342111;29.374,00;2846970255958;26.323,84;2855294455044;29.647,22;127184929573;46.510,01;134969306156;27.085,54;1736359075269
2013-06-02;27.741,15;1770376342111;29.374,00;2846970255958;26.323,84;2855294455044;29.647,22;127184929573;46.510,01;134969306156;27.085,54;1736359075269
2013-06-03;27.749,53;1773388981901;29.380,86;2848898762838;26.329,30;2856291515160;29.675,93;127239699550;46.521,86;134758154786;27.078,83;1734781748152
2013-06-04;27.799,98;1793984446237;29.428,80;2881029432509;26.380,10;2899699686766;29.715,95;131506598927;46.602,67;133950366372;27.125,71;1750377916335
2013-06-05;27.810,49;1799617429775;29.438,37;2890433486367;26.382,56;2911230264060;29.726,30;132204323661;46.624,81;136058963877;27.135,92;1755677590402
2013-06-06;27.820,95;1803860794786;29.449,87;2900548789815;26.395,44;2922682569800;29.740,14;131897776880;46.641,88;136257578660;27.144,08;1759257293091
2013-06-07;27.832,86;1808036886906;29.469,65;2908506086410;26.409,68;2929069336942;29.747,86;132345427046;46.669,20;136372368323;27.163,50;1761620655554
2013-06-08;27.832,86;1808036886906;29.469,65;2908506086410;26.409,68;2929069336942;29.747,86;132345427046;46.669,20;136372368323;27.163,50;1761620655554
2013-06-09;27.832,86;1808036886906;29.469,65;2908506086410;26.409,68;2929069336942;29.747,86;132345427046;46.669,20;136372368323;27.163,50;1761620655554
2013-06-10;27.840,13;1809534296117;29.478,19;2907526743334;26.413,48;2929480746478;29.740,62;132421928446;46.683,25;136469100338;27.166,67;1760227611065
2013-06-11;27.822,70;1809975288999;29.451,73;2904678088792;26.396,73;2927904171799;29.723,88;132480115875;46.646,06;136469447989;27.146,90;1759447437417
2013-06-12;27.814,56;1809928449604;29.444,14;2905266711004;26.392,57;2929982705761;29.724,61;132572123074;46.637,51;136737118507;27.135,41;1760571014248
2013-06-13;27.817,15;1810945954083;29.449,99;2908020243743;26.397,81;2930489691730;29.728,24;133464342940;46.643,25;136662093372;27.130,20;1761317397780
2013-06-14;27.851,35;1816170884243;29.493,77;2916270491825;26.428,77;2939783501033;29.742,90;133308234911;46.708,42;136919510269;27.167,18;1766987284050
2013-06-15;27.851,35;1816170884243;29.493,77;2916270491825;26.428,77;2939783501033;29.742,90;133308234911;46.708,42;136919510269;27.167,18;1766987284050
2013-06-16;27.851,35;1816170884243;29.493,77;2916270491825;26.428,77;2939783501033;29.742,90;133308234911;46.708,42;136919510269;27.167,18;1766987284050
2013-06-17;27.875,59;1825530266717;29.519,65;2932723887247;26.450,49;2952847438531;29.790,49;134480489878;46.746,27;137332521968;27.186,28;1777153649178
2013-06-18;27.867,69;1821516073292;29.512,72;2957758498670;26.445,90;3008603519847;29.788,25;133830294749;46.731,69;135825673887;27.172,81;1782061038306
2013-06-19;27.859,82;1830671015449;29.506,04;2966026699823;26.452,15;3022879134298;29.784,35;134503287335;46.718,85;137580370243;27.163,31;1790700105021
2013-06-20;27.860,49;1837452308016;29.504,20;2979243662523;26.449,96;3031772413990;29.786,70;134852914332;46.721,48;137752967240;27.176,94;1795043397864
2013-06-21;27.808,88;1836725709307;29.445,68;2981119615090;26.404,48;3033547224176;29.751,65;134853353747;46.623,03;137803381957;27.109,47;1794425649368
2013-06-22;27.808,88;1836725709307;29.445,68;2981119615090;26.404,48;3033547224176;29.751,65;134853353747;46.623,03;137803381957;27.109,47;1794425649368
2013-06-23;27.808,88;1836725709307;29.445,68;2981119615090;26.404,48;3033547224176;29.751,65;134853353747;46.623,03;137803381957;27.109,47;1794425649368
2013-06-24;27.831,03;1844558313397;29.463,39;2993169178436;26.416,70;3043737450884;29.767,63;134706269478;46.648,88;138207536269;27.117,60;1799650976905
2013-06-25;27.816,06;1851991575117;29.449,47;3002567176205;26.400,98;3051846241756;29.746,27;134689153517;46.629,55;138303406222;27.108,26;1805154832277
2013-06-26;27.824,44;1860285706823;29.453,13;3014426859325;26.409,72;3065785332960;29.758,20;135253852687;46.645,09;138441778887;27.119,18;1812198462707
2013-06-27;27.849,43;1876325269847;29.469,80;3047263003391;26.424,59;3095142354986;29.779,58;136628885990;46.700,51;138790944900;27.157,03;1825990904707
2013-06-28;27.876,85;1889963222551;29.506,15;3067713016088;26.465,82;3113019205039;29.810,09;138691385001;46.743,26;139217016794;27.176,34;1837745528106
2013-06-29;27.876,85;1889963222551;29.506,15;3067713016088;26.465,82;3113019205039;29.810,09;138691385001;46.743,26;139217016794;27.176,34;1837745528106
2013-06-30;27.876,85;1889963222551;29.506,15;3067713016088;26.465,82;3113019205039;29.810,09;138691385001;46.743,26;139217016794;27.176,34;1837745528106
2013-07-01;27.888,01;1897236257573;29.515,88;3078929484605;26.471,11;3122206074678;29.824,61;139335475525;46.760,09;139500432650;27.189,94;1842952347638
2013-07-02;27.900,95;1902693952696;29.536,22;3090510997239;26.493,01;3140129316508;29.836,56;139906772785;46.791,85;137342878968;27.203,24;1848845781482
2013-07-03;27.896,77;1903209150907;29.535,49;3090170291658;26.486,43;3140002817345;29.825,18;140196165847;46.791,01;137989259260;27.201,35;1851529586169
2013-07-04;27.903,80;1905660913624;29.545,37;3093170815029;26.495,39;3138218987844;29.828,07;140128474744;46.806,05;140251503456;27.209,10;1852916298440
2013-07-05;27.910,62;1907456853062;29.552,12;3097082511311;26.490,67;3137709019806;29.838,58;140232751036;46.820,48;140311044591;27.234,80;1856638805411
2013-07-06;27.910,62;1907456853062;29.552,12;3097082511311;26.490,67;3137709019806;29.838,58;140232751036;46.820,48;140311044591;27.234,80;1856638805411
2013-07-07;27.910,62;1907456853062;29.552,12;3097082511311;26.490,67;3137709019806;29.838,58;140232751036;46.820,48;140311044591;27.234,80;1856638805411
2013-07-08;27.933,97;1915648254264;29.577,14;3103598219117;26.512,59;3145468755561;29.865,38;140942418997;46.864,91;140647059603;27.255,82;1860123172789
2013-07-09;27.947,51;1919902724472;29.584,13;3106466522229;26.520,99;3151618250811;29.873,89;141328743147;46.878,28;140770169338;27.267,16;1862834354076
2013-07-10;27.969,07;1924424063249;29.614,73;3117002402224;26.548,38;3161975237174;29.879,42;141923223320;46.922,72;140974984045;27.284,64;1867259140677
2013-07-11;27.979,36;1929020145818;29.617,72;3124650222186;26.557,76;3169458274622;29.885,54;142754963698;46.942,04;141461085228;27.293,16;1871641259691
2013-07-12;27.988,62;1936014765575;29.633,81;3137688249155;26.563,13;3179867356281;29.892,33;143177875417;46.962,68;141709596667;27.307,51;1875253286707
2013-07-13;27.988,62;1936014765575;29.633,81;3137688249155;26.563,13;3179867356281;29.892,33;143177875417;46.962,68;141709596667;27.307,51;1875253286707
2013-07-14;27.988,62;1936014765575;29.633,81;3137688249155;26.563,13;3179867356281;29.892,33;143177875417;46.962,68;141709596667;27.307,51;1875253286707
2013-07-15;28.030,50;1944305725557;29.683,55;3150505527743;26.616,00;3195259037912;29.938,58;143812114610;47.037,88;142303216457;27.340,94;1883866697771
2013-07-16;28.030,50;1944305725557;29.683,55;3150505527743;26.616,00;3195259037912;29.938,58;143812114610;47.037,88;142303216457;27.340,94;1883866697771
2013-07-17;28.040,03;1942005131861;29.695,94;3162367955265;26.626,10;3241552232175;29.964,12;145935556163;47.051,79;140468265678;27.352,12;1892219677403
2013-07-18;28.028,74;1941851583027;29.682,21;3162906189057;26.618,19;3241318732839;29.961,91;145647106880;47.021,42;142736906289;27.336,99;1892957243800
2013-07-19;27.970,76;1938092162500;29.613,37;3159866416004;26.555,90;3236251958662;29.950,37;145599443839;46.926,44;142600411257;27.293,37;1890427801467
2013-07-20;27.970,76;1938092162500;29.613,37;3159866416004;26.555,90;3236251958662;29.950,37;145599443839;46.926,44;142600411257;27.293,37;1890427801467
2013-07-21;27.970,76;1938092162500;29.613,37;3159866416004;26.555,90;3236251958662;29.950,37;145599443839;46.926,44;142600411257;27.293,37;1890427801467
2013-07-22;28.003,48;1942583770684;29.639,78;3163061429939;26.582,20;3240303697871;29.960,94;145308531735;46.974,16;143038858466;27.334,26;1895854504208
2013-07-23;27.997,30;1848366517996;29.643,13;3005011049599;26.578,22;3077107667472;29.960,12;138330100219;46.965,78;141713249312;27.322,61;1834825665967
2013-07-24;28.009,25;1753973136620;29.654,46;2848777776678;26.590,66;2917222592283;29.963,23;131774964338;46.978,95;141187130579;27.339,10;1774717803268
2013-07-25;28.011,66;1723340327858;29.656,30;2697168368077;26.594,91;2763043814161;29.968,81;125728692342;46.984,59;140807708840;27.337,41;1749434586822
2013-07-26;28.030,12;1706454286065;29.678,26;2556034945802;26.623,45;2611936123743;29.986,22;119216072319;47.028,05;140864685541;27.356,75;1730730729372
2013-07-27;28.030,12;1706454286065;29.678,26;2556034945802;26.623,45;2611936123743;29.986,22;119216072319;47.028,05;140864685541;27.356,75;1730730729372
2013-07-28;28.030,12;1706454286065;29.678,26;2556034945802;26.623,45;2611936123743;29.986,22;119216072319;47.028,05;140864685541;27.356,75;1730730729372
2013-07-29;28.059,84;1699874865991;29.704,32;2536849677243;26.653,88;2528425705116;30.014,84;113089433369;47.068,30;140961338545;27.385,82;1725166414869
2013-07-30;28.081,18;1694417673449;29.728,35;2528177294313;26.673,69;2520178808152;30.022,61;111198682717;47.109,43;141082068494;27.403,12;1723980459602
2013-07-31;28.130,29;1693501591378;29.778,59;2523823456874;26.714,90;2517708922754;30.031,16;110901118613;47.167,99;141242127567;27.442,93;1724875917086
2013-08-01;28.122,12;1696216346253;29.769,01;2522369234859;26.711,71;2529743604249;30.034,31;115518722071;47.165,80;138955550749;27.443,47;1730936698110
2013-08-02;28.136,59;1695120915956;29.784,95;2523717235023;26.733,43;2530154050816;30.054,71;115910648828;47.190,01;141895550151;27.456,83;1730207332748
2013-08-03;28.136,59;1695120915956;29.784,95;2523717235023;26.733,43;2530154050816;30.054,71;115910648828;47.190,01;141895550151;27.456,83;1730207332748
2013-08-04;28.136,59;1695120915956;29.784,95;2523717235023;26.733,43;2530154050816;30.054,71;115910648828;47.190,01;141895550151;27.456,83;1730207332748
2013-08-05;28.170,24;1698125111189;29.818,72;2524888132715;26.755,92;2533738761111;30.081,28;116229388752;47.249,45;142135930887;27.498,38;1734357885848
2013-08-06;28.160,28;1698524428739;29.813,97;2525978028096;26.756,39;2538663499794;30.069,26;116624980492;47.241,18;142034001303;27.488,15;1733529249676
2013-08-07;28.166,19;1697550104519;29.814,93;2528622100156;26.755,48;2543026628667;30.086,73;116787476531;47.250,25;142270170053;27.499,51;1737350373189
2013-08-08;28.178,50;1698662004807;29.828,31;2529152479228;26.763,85;2541428586520;30.082,37;116824777754;47.267,44;142256535320;27.509,43;1740306945510
2013-08-09;28.192,07;1698990200874;29.835,69;2528588743289;26.771,88;2543994271421;30.096,30;116722538072;47.279,42;142438174190;27.521,91;1740399926386
2013-08-10;28.192,07;1698990200874;29.835,69;2528588743289;26.771,88;2543994271421;30.096,30;116722538072;47.279,42;142438174190;27.521,91;1740399926386
2013-08-11;28.192,07;1698990200874;29.835,69;2528588743289;26.771,88;2543994271421;30.096,30;116722538072;47.279,42;142438174190;27.521,91;1740399926386
2013-08-12;28.198,67;1696563923108;29.851,92;2526624047211;26.783,84;2542703243168;30.114,74;116400558493;47.297,48;142204435251;27.536,28;1742726219968
2013-08-13;28.190,17;1697439446277;29.849,16;2528870403908;26.781,40;2544095400356;30.115,67;116573915374;47.301,44;142142457682;27.539,27;1744615736434
2013-08-14;28.210,22;1700704324932;29.861,84;2532900721506;26.793,08;2546065212176;30.121,18;116643740732;47.308,61;142476963580;27.555,05;1747946065205
2013-08-15;28.210,22;1700704324932;29.861,84;2532900721506;26.793,08;2546065212176;30.121,18;116643740732;47.308,61;142476963580;27.555,05;1747946065205
2013-08-16;28.201,47;1703706932482;29.853,08;2537562259885;26.789,64;2557561791052;30.132,82;119503931390;47.307,18;141142136002;27.547,38;1750444653887
2013-08-17;28.201,47;1703706932482;29.853,08;2537562259885;26.789,64;2557561791052;30.132,82;119503931390;47.307,18;141142136002;27.547,38;1750444653887
2013-08-18;28.201,47;1703706932482;29.853,08;2537562259885;26.789,64;2557561791052;30.132,82;119503931390;47.307,18;141142136002;27.547,38;1750444653887
2013-08-19;28.213,80;1705531472673;29.860,81;2540993559081;26.799,91;2561623641680;30.127,75;119494905754;47.327,33;143178840368;27.553,22;1752935780615
2013-08-20;28.244,15;1713370868044;29.884,51;2551850237979;26.807,93;2574250058392;30.147,37;119198017068;47.355,96;143424245661;27.573,20;1758365396300
2013-08-21;28.243,80;1720407781129;29.887,73;2561430316784;26.812,17;2588097354492;30.156,93;120572967883;47.368,65;143534243230;27.580,05;1764426649241
2013-08-22;28.244,00;1801933949467;29.895,13;2689769609842;26.808,19;2717842402990;30.144,41;126478829176;47.363,47;145105073173;27.570,01;1823481808796
2013-08-23;28.237,21;1883495234309;29.893,79;2817354901059;26.812,69;2847995759626;30.144,60;132509797277;47.351,69;145416311580;27.558,05;1901475523138
2013-08-24;28.237,21;1883495234309;29.893,79;2817354901059;26.812,69;2847995759626;30.144,60;132509797277;47.351,69;145416311580;27.558,05;1901475523138
2013-08-25;28.237,21;1883495234309;29.893,79;2817354901059;26.812,69;2847995759626;30.144,60;132509797277;47.351,69;145416311580;27.558,05;1901475523138
2013-08-26;28.251,95;1961491651992;29.906,88;2953536968343;26.829,15;2985110176719;30.164,32;138935298946;47.378,62;145934007872;27.570,96;1929108484200
2013-08-27;28.257,14;2013018813047;29.909,76;3095027027356;26.825,57;3126230453070;30.168,79;145403258285;47.381,18;147222080644;27.579,81;1954281227937
2013-08-28;28.265,16;2026809204379;29.912,13;3239955852587;26.831,12;3275758904774;30.166,24;152334512804;47.394,41;148308959809;27.585,00;1971325276875
2013-08-29;28.276,86;2035269812820;29.921,36;3276992239029;26.840,16;3350394380922;30.176,35;155613073086;47.407,90;149161389204;27.590,87;1980133757664
2013-08-30;28.285,96;2041906836432;29.924,54;3290963045231;26.843,08;3364230752741;30.180,58;155709552207;47.422,33;149850810815;27.604,04;1990456149910
2013-08-31;28.285,96;2041906836432;29.924,54;3290963045231;26.843,08;3364230752741;30.180,58;155709552207;47.422,33;149850810815;27.604,04;1990456149910
2013-09-01;28.285,96;2041906836432;29.924,54;3290963045231;26.843,08;3364230752741;30.180,58;155709552207;47.422,33;149850810815;27.604,04;1990456149910
2013-09-02;28.291,01;2055264514007;29.932,09;3314814363048;26.835,90;3388346628147;30.199,44;157342324826;47.432,07;150097321915;27.603,82;1996861474965
2013-09-03;28.301,87;2074436115598;29.940,69;3342881788181;26.847,28;3413326550887;30.209,80;161059925400;47.448,39;147924485990;27.607,30;2014223270490
2013-09-04;28.284,50;2081744575183;29.933,24;3354721082720;26.851,06;3426710286646;30.206,23;161430306374;47.429,88;148543337882;27.586,51;2020206285746
2013-09-05;28.291,95;2091769881892;29.948,44;3371401214037;26.861,01;3434248499614;30.218,20;161973963686;47.448,74;150978998357;27.592,02;2026563219090
2013-09-06;28.300,56;2099938829360;29.958,33;3381884617466;26.870,58;3448138553681;30.238,77;162714117941;47.456,57;151482694191;27.590,87;2030350103235
2013-09-07;28.300,56;2099938829360;29.958,33;3381884617466;26.870,58;3448138553681;30.238,77;162714117941;47.456,57;151482694191;27.590,87;2030350103235
2013-09-08;28.300,56;2099938829360;29.958,33;3381884617466;26.870,58;3448138553681;30.238,77;162714117941;47.456,57;151482694191;27.590,87;2030350103235
2013-09-09;28.336,12;2108693357164;29.989,13;3396449607073;26.895,97;3458445896294;30.275,88;163248465243;47.525,33;152190299616;27.643,98;2035345337735
2013-09-10;28.341,37;2115873672099;29.989,11;3397435649675;26.891,97;3461430728908;30.282,38;163182158454;47.526,76;152319140039;27.666,94;2041539456460
2013-09-11;28.356,08;2119558955613;30.005,03;3398553514305;26.914,51;3462916789508;30.292,87;163126676253;47.556,79;152622175950;27.682,71;2045544934656
2013-09-12;28.351,10;2015662120607;30.010,53;3233122353243;26.910,67;3290191953336;30.288,25;155873973903;47.547,42;151789032292;27.671,77;1988365760945
2013-09-13;28.347,09;1938943678817;30.005,31;3064080662691;26.902,20;3121101403562;30.273,56;148376830948;47.531,43;151828221719;27.653,95;1935671106959
2013-09-14;28.347,09;1938943678817;30.005,31;3064080662691;26.902,20;3121101403562;30.273,56;148376830948;47.531,43;151828221719;27.653,95;1935671106959
2013-09-15;28.347,09;1938943678817;30.005,31;3064080662691;26.902,20;3121101403562;30.273,56;148376830948;47.531,43;151828221719;27.653,95;1935671106959
2013-09-16;28.335,64;1914888134595;29.989,09;2901693876220;26.894,09;2957838577258;30.263,79;140782082553;47.517,33;151649224365;27.642,50;1922579144032
2013-09-17;28.344,01;1914547408828;29.993,60;2897533436788;26.899,44;2863356691643;30.269,91;135467220421;47.536,03;149003860763;27.656,09;1932448937910
2013-09-18;28.344,01;1914547408828;29.993,60;2897533436788;26.899,44;2863356691643;30.269,91;135467220421;47.536,03;149003860763;27.656,09;1932448937910
2013-09-19;28.344,01;1914547408828;29.993,60;2897533436788;26.899,44;2863356691643;30.269,91;135467220421;47.536,03;149003860763;27.656,09;1932448937910
2013-09-20;28.344,01;1914547408828;29.993,60;2897533436788;26.899,44;2863356691643;30.269,91;135467220421;47.536,03;149003860763;27.656,09;1932448937910
2013-09-21;28.344,01;1914547408828;29.993,60;2897533436788;26.899,44;2863356691643;30.269,91;135467220421;47.536,03;149003860763;27.656,09;1932448937910
2013-09-22;28.344,01;1914547408828;29.993,60;2897533436788;26.899,44;2863356691643;30.269,91;135467220421;47.536,03;149003860763;27.656,09;1932448937910
2013-09-23;28.378,95;1915123543954;30.027,28;2902049120372;26.931,36;2859719077058;30.293,06;135089148918;47.586,12;149112278227;27.701,33;1934751463961
2013-09-24;28.385,65;1915100968308;30.033,05;2903451881345;26.946,57;2862780581775;30.302,52;135240952402;47.604,86;149273769808;27.698,60;1934031319543
2013-09-25;28.383,59;1914993572992;30.031,23;2903668730846;26.951,25;2863735813562;30.297,16;134965076392;47.592,87;152677087017;27.696,34;1937464520533
2013-09-26;28.383,25;1915566310955;30.034,87;2902278899582;26.955,13;2865090228522;30.297,09;135109381312;47.607,20;152732935149;27.699,36;1938433014253
2013-09-27;28.381,26;1910006296210;30.036,28;2897466380649;26.952,24;2854266780989;30.297,11;134334561467;47.605,03;152833821415;27.699,29;1936896310192
2013-09-28;28.381,26;1910006296210;30.036,28;2897466380649;26.952,24;2854266780989;30.297,11;134334561467;47.605,03;152833821415;27.699,29;1936896310192
2013-09-29;28.381,26;1910006296210;30.036,28;2897466380649;26.952,24;2854266780989;30.297,11;134334561467;47.605,03;152833821415;27.699,29;1936896310192
2013-09-30;28.379,54;1907521395499;30.043,95;2891635116885;26.949,80;2847707296053;30.300,89;134081944528;47.611,39;153117646102;27.701,22;1936877211384
2013-10-01;28.387,59;1914909177594;30.049,64;2913246903120;26.948,16;2854824066233;30.297,14;135361341453;47.616,89;150396875009;27.704,65;1950765509633
2013-10-02;28.395,17;1915061464065;30.052,36;2914225011805;26.955,06;2857582068255;30.304,46;135529370632;47.622,63;150390488260;27.711,80;1951560851585
2013-10-03;28.414,98;1917920295863;30.069,78;2916213588451;26.983,40;2858204573330;30.317,25;135432738871;47.650,77;150431879604;27.734,85;1953195553341
2013-10-04;28.408,40;1917970403060;30.067,68;2917506763796;26.982,39;2863593711072;30.312,43;135973510207;47.653,22;154396489421;27.734,16;1954471459121
2013-10-05;28.408,40;1917970403060;30.067,68;2917506763796;26.982,39;2863593711072;30.312,43;135973510207;47.653,22;154396489421;27.734,16;1954471459121
2013-10-06;28.408,40;1917970403060;30.067,68;2917506763796;26.982,39;2863593711072;30.312,43;135973510207;47.653,22;154396489421;27.734,16;1954471459121
2013-10-07;28.426,52;1922505169395;30.091,23;2928302702622;26.996,03;2873130957859;30.328,49;136364247662;47.672,09;154498491677;27.743,87;1957393362718
2013-10-08;28.422,05;1925310829341;30.086,88;2936100436694;26.990,83;2879285938902;30.338,03;136500936421;47.670,05;154189283760;27.742,24;1958484556449
2013-10-09;28.424,81;1928447665614;30.088,04;2942850682604;26.994,63;2886880299087;30.340,39;136948665565;47.684,95;154534890864;27.753,83;1962025337212
2013-10-10;28.432,83;1930846733565;30.102,53;2945756728770;27.007,28;2887799962197;30.346,89;137061545649;47.696,12;154661803443;27.759,16;1963476423053
2013-10-11;28.448,54;1933960083655;30.117,93;2948422346347;27.016,55;2890381303342;30.360,64;136684606471;47.715,47;154810770521;27.764,72;1963844779811
