
Fecha;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2002-09-06;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-07;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-08;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-09;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-10;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-11;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-12;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-13;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-14;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-15;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-16;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-17;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-18;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-19;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-20;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-21;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-22;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-23;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-24;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-25;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-26;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-27;10.000,00;34486846646;10.000,00;60385202462;10.000,00;7296796614;10.000,00;1280858021;10.000,00;20971893564;9.999,89;8436869595;10.000,00;18868105346
2002-09-28;10.000,00;34486846646;10.000,00;60385202462;10.000,00;7296796614;10.000,00;1280858021;10.000,00;20971893564;9.999,89;8436869595;10.000,00;18868105346
2002-09-29;10.000,00;34486846646;10.000,00;60385202462;10.000,00;7296796614;10.000,00;1280858021;10.000,00;20971893564;9.999,89;8436869595;10.000,00;18868105346
2002-09-30;10.019,26;34553283621;10.017,93;60523529010;9.974,85;7278442986;10.032,67;1285390490;10.013,13;20999433983;10.001,76;8438449895;10.011,37;18889564299
2002-10-01;9.985,69;34437483807;9.985,21;60325658765;9.938,20;7251706427;9.995,12;1280579214;9.967,40;20912258178;9.961,72;8404666155;10.002,01;18871893621
2002-10-02;9.962,16;34356351566;9.964,53;60200360696;9.913,92;7233985807;9.953,90;1275298452;9.943,42;20861887803;9.949,61;8394449767;9.977,86;18826337550
2002-10-03;9.988,53;34447277933;9.976,38;60270335428;9.921,69;7239658849;9.992,80;1280281937;9.968,60;20914696139;9.977,60;8418068674;9.989,47;18848243748
2002-10-04;10.011,25;34525636413;9.988,63;60352957393;9.947,94;7258808188;9.996,58;1280765779;9.967,37;20912115271;9.981,78;8421592547;10.003,03;18873461741
2002-10-05;10.011,25;34525636413;9.988,63;60352957393;9.947,94;7258808188;9.996,58;1280765779;9.967,37;20912115271;9.981,78;8421592547;10.003,03;18873461741
2002-10-06;10.011,25;34525636413;9.988,63;60352957393;9.947,94;7258808188;9.996,58;1280765779;9.967,37;20912115271;9.981,78;8421592547;10.003,03;18873461741
2002-10-07;10.004,42;44754792904;9.989,39;60357272134;9.973,35;7277348544;9.977,44;1278313298;9.972,04;20918545811;9.981,56;8421411210;10.017,70;18901135550
2002-10-08;10.008,48;44772934973;10.003,29;60394082276;10.005,95;7293093688;9.982,91;1279014722;9.984,12;20943608306;9.996,05;8432963444;10.032,75;18929532899
2002-10-09;9.988,69;44683313054;10.003,64;60335231798;10.014,96;7299648719;9.976,79;1278231026;9.986,38;20921380406;10.001,37;8426745238;10.035,66;18915152846
2002-10-10;10.015,04;44801214237;10.014,58;60392956141;10.001,87;7290110160;9.991,57;1280123509;9.986,04;20920646990;9.995,56;8421846277;10.045,02;18932796120
2002-10-11;10.006,07;52610248619;9.997,76;60640062223;9.976,93;7271931814;9.971,96;1275728888;9.967,05;20880790752;9.979,28;8408111121;10.021,08;33596885247
2002-10-12;10.006,07;52610248619;9.997,76;60640062223;9.976,93;7271931814;9.971,96;1275728888;9.967,05;20880790752;9.979,28;8408111121;10.021,08;33596885247
2002-10-13;10.006,07;52610248619;9.997,76;60640062223;9.976,93;7271931814;9.971,96;1275728888;9.967,05;20880790752;9.979,28;8408111121;10.021,08;33596885247
2002-10-14;9.977,38;52459399108;9.975,19;60495872270;9.978,79;7264600367;9.970,31;1275517705;9.975,93;20899335196;9.961,61;8393207669;10.036,97;33619295946
2002-10-15;10.012,22;52543890342;10.000,37;60647887496;9.951,19;7246132703;9.999,44;1279291674;9.981,93;20911860037;10.007,72;8432054642;10.080,82;33731331119
2002-10-16;10.003,50;52368023754;9.989,29;60579546412;9.963,89;7255381181;10.004,83;1279981507;9.980,02;20907711612;9.995,36;8421642801;10.084,35;33743164422
2002-10-17;10.014,03;52423121049;10.002,39;60657906183;9.987,87;7340455506;10.031,19;1282971665;9.984,14;20914580750;10.024,73;8446295123;10.111,60;33834322521
2002-10-18;9.995,38;52268911510;9.986,59;84590549938;9.988,29;7340725834;10.011,64;1280471273;9.985,38;20914195037;10.014,93;8437371658;10.090,01;33764663763
2002-10-19;9.995,38;52268911510;9.986,59;84590549938;9.988,29;7340725834;10.011,64;1280471273;9.985,38;20914195037;10.014,93;8437371658;10.090,01;33764663763
2002-10-20;9.995,38;52268911510;9.986,59;84590549938;9.988,29;7340725834;10.011,64;1280471273;9.985,38;20914195037;10.014,93;8437371658;10.090,01;33764663763
2002-10-21;10.007,04;52330150574;10.006,11;84415990578;9.982,30;7336329264;10.033,12;1283218096;9.994,47;20933116966;10.026,12;32428215015;10.107,63;33750207167
2002-10-22;10.017,02;52380480471;9.988,88;84276523455;9.995,59;7346091552;10.018,90;1274635334;9.988,66;20922685524;10.007,57;32368205964;10.124,62;33806866431
2002-10-23;9.996,30;52279594695;9.998,43;84381104009;9.954,26;7315718442;10.019,14;1274665813;10.008,36;20963545562;10.005,26;32366619957;10.116,79;33784812143
2002-10-24;9.992,11;52253247752;9.974,35;84177032273;9.953,43;7315107186;10.023,04;1275575955;9.980,14;20903585285;9.998,56;32347250581;10.116,74;33800674670
2002-10-25;10.017,99;67760087235;9.984,81;84265082693;9.970,20;7336347470;10.033,21;1276869690;10.004,67;99976402648;9.998,66;32347142578;10.122,37;33857144866
2002-10-26;10.017,99;67760087235;9.984,81;84265082693;9.970,20;7336347470;10.033,21;1276869690;10.004,67;99976402648;9.998,66;32347142578;10.122,37;33857144866
2002-10-27;10.017,99;67760087235;9.984,81;84265082693;9.970,20;7336347470;10.033,21;1276869690;10.004,67;99976402648;9.998,66;32347142578;10.122,37;33857144866
2002-10-28;10.030,32;67880218580;9.983,86;84459659408;9.979,78;7347990773;10.010,69;1275949969;9.996,97;99899371559;9.994,74;32419166593;10.119,14;50980367706
2002-10-29;10.038,64;67970314115;9.977,92;84509833378;9.992,42;7296301616;10.012,30;1277025368;10.003,80;100344453826;9.999,87;32435794396;10.123,23;51023709246
2002-10-30;10.052,03;68120075275;9.995,33;126365835436;9.995,47;7299197753;10.024,25;1279318371;10.017,79;100483223832;10.011,69;32488099301;10.129,27;51054148558
2002-10-31;10.079,95;68308880540;9.998,18;126401523883;9.994,65;90713522365;10.011,81;8428958997;10.021,05;100549941077;10.004,96;32477087262;10.130,25;197902103804
2002-11-01;10.079,95;68308880540;9.998,18;126401523883;9.994,65;90713522365;10.011,81;8428958997;10.021,05;100549941077;10.004,96;32477087262;10.130,25;197902103804
2002-11-02;10.079,95;68308880540;9.998,18;126401523883;9.994,65;90713522365;10.011,81;8428958997;10.021,05;100549941077;10.004,96;32477087262;10.130,25;197902103804
2002-11-03;10.079,95;68308880540;9.998,18;126401523883;9.994,65;90713522365;10.011,81;8428958997;10.021,05;100549941077;10.004,96;32477087262;10.130,25;197902103804
2002-11-04;10.080,90;313706698289;9.997,81;126387777312;9.985,12;90626978525;10.034,05;8447684662;10.023,24;629388428448;10.005,33;32478310289;10.138,16;198151063759
2002-11-05;10.125,22;314998759999;9.996,98;126392460027;9.987,92;90652383421;10.083,05;8488941482;10.037,77;630182676483;10.006,94;237458731272;10.145,40;198292669898
2002-11-06;10.150,20;321595819718;10.006,37;456469721040;10.022,34;90998885143;10.084,38;63086236432;10.074,54;632491772014;10.046,84;270944854487;10.176,75;217745656585
2002-11-07;10.155,01;321525683596;9.998,80;448126787306;10.005,18;90839015187;10.072,09;63009335483;10.064,17;631903382535;10.041,32;270796387919;10.168,20;217571849426
2002-11-08;10.168,96;321913778977;9.998,80;448125591547;10.016,53;90967891607;10.067,55;62980749775;10.056,25;631038195742;10.039,70;270808579833;10.167,03;272295449136
2002-11-09;10.168,96;321913778977;9.998,80;448125591547;10.016,53;90967891607;10.067,55;62980749775;10.056,25;631038195742;10.039,70;270808579833;10.167,03;272295449136
2002-11-10;10.168,96;321913778977;9.998,80;448125591547;10.016,53;90967891607;10.067,55;62980749775;10.056,25;631038195742;10.039,70;270808579833;10.167,03;272295449136
2002-11-11;10.143,59;431908543524;9.984,27;447468640087;10.014,90;94495919027;10.062,44;67456445229;10.043,03;662883925203;10.029,37;327699281970;10.164,88;271838829080
2002-11-12;10.139,90;431528365510;9.988,63;447557543819;10.014,58;94526751252;10.059,61;67437477236;10.036,87;662129671526;10.031,50;327801889302;10.159,61;270588578989
2002-11-13;10.133,09;431239116529;9.976,87;447026423880;10.006,43;93911021352;10.055,46;67454560467;10.031,38;661337458980;10.022,63;326719719379;10.147,60;270277066928
2002-11-14;10.146,22;431839749664;9.991,45;446194847811;10.010,48;93954936286;10.071,62;67565966240;10.035,89;661128167871;10.027,83;326924956618;10.156,53;272680022386
2002-11-15;10.131,67;434023140511;9.978,14;506797858446;9.995,75;93857402796;10.057,09;67518055496;10.025,08;660399916426;10.008,63;326240487504;10.144,44;272354872398
2002-11-16;10.131,67;434023140511;9.978,14;506797858446;9.995,75;93857402796;10.057,09;67518055496;10.025,08;660399916426;10.008,63;326240487504;10.144,44;272354872398
2002-11-17;10.131,67;434023140511;9.978,14;506797858446;9.995,75;93857402796;10.057,09;67518055496;10.025,08;660399916426;10.008,63;326240487504;10.144,44;272354872398
2002-11-18;10.163,64;435231618566;10.005,79;508183050855;10.014,68;94035150497;10.093,05;67776436658;10.042,89;791726775755;10.029,42;326954725339;10.172,39;273115959724
2002-11-19;10.156,79;434917901466;9.998,88;507827293989;10.023,56;94122411328;10.090,79;67765088910;10.046,01;791926980036;10.023,01;326726369808;10.178,67;273214943748
2002-11-20;10.147,12;434429528588;9.986,77;507285470896;10.018,59;94069266638;10.080,07;67692471658;10.042,68;791913697851;10.022,98;326773880799;10.171,06;273161910247
2002-11-21;10.136,94;434074996259;9.988,41;507898253841;10.038,57;94257114712;10.086,05;67761041230;10.047,28;792238704561;10.030,05;338797320048;10.177,43;273330229847
2002-11-22;10.147,80;434457186631;9.982,23;618328132238;10.032,70;93888757993;10.075,32;74740794917;10.039,18;792468526038;10.025,72;338873698230;10.166,49;274032071474
2002-11-23;10.147,80;434457186631;9.982,23;618328132238;10.032,70;93888757993;10.075,32;74740794917;10.039,18;792468526038;10.025,72;338873698230;10.166,49;274032071474
2002-11-24;10.147,80;434457186631;9.982,23;618328132238;10.032,70;93888757993;10.075,32;74740794917;10.039,18;792468526038;10.025,72;338873698230;10.166,49;274032071474
2002-11-25;10.199,32;438131050218;10.025,31;621171526313;10.039,57;94034501655;10.103,94;74930630171;10.064,46;794529207518;10.055,89;339881361205;10.202,98;275224204893
2002-11-26;10.174,26;437139872298;10.009,32;620691859275;10.047,38;94132892289;10.103,96;74967820106;10.051,29;793468146000;10.044,60;339459598841;10.183,02;274836317375
2002-11-27;10.163,66;436656305768;10.005,05;620419983445;10.014,93;93848629572;10.087,92;74889363390;10.053,71;793498340922;10.039,65;339272908232;10.166,44;274721087304
2002-11-28;10.124,92;435057901098;9.968,56;618838646637;10.009,45;93917015225;10.054,18;74679590975;10.017,08;790480725822;10.007,49;338195243300;10.136,18;274100842902
2002-11-29;10.117,07;436360449986;9.951,84;618319239500;9.997,83;94840806096;10.036,62;74668541956;9.999,86;792304827459;9.992,51;338471449866;10.133,18;274401116516
2002-11-30;10.117,07;436360449986;9.951,84;618319239500;9.997,83;94840806096;10.036,62;74668541956;9.999,86;792304827459;9.992,51;338471449866;10.133,18;274401116516
2002-12-01;10.117,07;436360449986;9.951,84;618319239500;9.997,83;94840806096;10.036,62;74668541956;9.999,86;792304827459;9.992,51;338471449866;10.133,18;274401116516
2002-12-02;10.144,97;437779525120;9.962,34;619791318827;10.000,60;94866353540;10.055,20;74866654861;9.992,79;800818888618;9.997,54;337856779157;10.143,64;274702330563
2002-12-03;10.138,70;437427185289;9.941,19;618456219486;9.987,34;94736839581;10.038,70;74740693833;9.991,95;800585122360;9.992,35;337586285003;10.127,95;273944587725
2002-12-04;10.181,95;439215401394;9.978,47;620559536152;10.021,07;95082849123;10.082,34;75062810380;10.035,73;803998717651;10.034,56;338972870683;10.167,77;275069700237
2002-12-05;10.187,72;439404756693;10.005,11;625037590745;10.063,82;95820235095;10.109,05;75252148550;10.063,02;807508757743;10.065,34;340655890870;10.188,13;276296999870
2002-12-06;10.169,92;437440219835;9.993,83;624280266064;10.035,46;95408708887;10.098,05;75170649916;10.050,18;806441845204;10.044,28;339922491433;10.175,89;275965191907
2002-12-07;10.169,92;437440219835;9.993,83;624280266064;10.035,46;95408708887;10.098,05;75170649916;10.050,18;806441845204;10.044,28;339922491433;10.175,89;275965191907
2002-12-08;10.169,92;437440219835;9.993,83;624280266064;10.035,46;95408708887;10.098,05;75170649916;10.050,18;806441845204;10.044,28;339922491433;10.175,89;275965191907
2002-12-09;10.150,72;436543565063;9.979,28;623349326405;10.039,03;95464872684;10.102,19;75228123660;10.046,75;805713130447;10.034,56;339639879856;10.164,39;278168707954
2002-12-10;10.186,52;440815250700;9.997,31;623583065737;10.051,02;95072928639;10.112,98;75361222802;10.070,28;807356319465;10.051,12;340100666148;10.187,03;277707302311
2002-12-11;10.174,25;440180810263;9.985,58;622976971912;10.042,92;94940011249;10.104,43;75338856673;10.056,15;800330115493;10.033,56;339541727807;10.168,39;277379938109
2002-12-12;10.154,83;439323403951;9.959,85;621418129518;10.030,83;94903159497;10.072,40;75200536025;10.027,55;793372863632;10.006,79;338817149985;10.162,03;277225578316
2002-12-13;10.157,86;439539048736;9.958,80;621641174859;10.021,44;94914936783;10.068,63;75265811060;10.029,63;793455856756;9.998,17;338507154079;10.145,22;277473839499
2002-12-14;10.157,86;439539048736;9.958,80;621641174859;10.021,44;94914936783;10.068,63;75265811060;10.029,63;793455856756;9.998,17;338507154079;10.145,22;277473839499
2002-12-15;10.157,86;439539048736;9.958,80;621641174859;10.021,44;94914936783;10.068,63;75265811060;10.029,63;793455856756;9.998,17;338507154079;10.145,22;277473839499
2002-12-16;10.199,52;442449852564;9.986,74;623350728824;10.049,67;95182382757;10.104,23;75598470962;10.060,01;795793024387;10.033,02;339794901271;10.169,61;278122611756
2002-12-17;10.196,92;442363093226;9.972,80;622485573513;10.022,45;95022917232;10.081,36;75484914112;10.039,29;794093871072;10.011,82;339136271708;10.149,71;277749341264
2002-12-18;10.196,27;442574778700;9.969,08;622197036746;10.019,28;94985345557;10.074,57;75452670565;10.033,96;793626063364;10.009,54;339072281919;10.144,15;277634200231
2002-12-19;10.222,29;443687957743;9.987,60;622213919888;10.028,89;95097536221;10.087,61;75607126571;10.052,32;795006114289;10.027,28;339786505486;10.164,14;278182935377
2002-12-20;10.239,86;444629405176;9.990,60;622449914220;10.042,07;95083252723;10.093,21;75682057803;10.056,89;795531376126;10.032,18;340206524012;10.169,89;278845507671
2002-12-21;10.239,86;444629405176;9.990,60;622449914220;10.042,07;95083252723;10.093,21;75682057803;10.056,89;795531376126;10.032,18;340206524012;10.169,89;278845507671
2002-12-22;10.239,86;444629405176;9.990,60;622449914220;10.042,07;95083252723;10.093,21;75682057803;10.056,89;795531376126;10.032,18;340206524012;10.169,89;278845507671
2002-12-23;10.228,00;444192766287;9.984,40;622287928536;10.018,86;94946050136;10.079,52;75611244074;10.034,14;793968395254;10.016,10;339800826809;10.170,48;279033973718
2002-12-24;10.248,71;445236783331;9.999,85;624267989956;10.032,90;95207400370;10.098,05;75813662910;10.050,80;795392326200;10.040,09;340613212664;10.182,66;279458903454
2002-12-25;10.248,71;445236783331;9.999,85;624267989956;10.032,90;95207400370;10.098,05;75813662910;10.050,80;795392326200;10.040,09;340613212664;10.182,66;279458903454
2002-12-26;10.249,14;445416611015;10.004,76;624544769662;10.046,70;95429135526;10.104,31;75859416240;10.062,41;796212394945;10.053,67;341490427203;10.188,56;279615143289
2002-12-27;10.269,07;449336314026;10.031,69;628762244838;10.078,73;96155371314;10.127,63;76450835630;10.091,55;800737283918;10.075,59;342562701155;10.205,44;281261643708
2002-12-28;10.269,07;449336314026;10.031,69;628762244838;10.078,73;96155371314;10.127,63;76450835630;10.091,55;800737283918;10.075,59;342562701155;10.205,44;281261643708
2002-12-29;10.269,07;449336314026;10.031,69;628762244838;10.078,73;96155371314;10.127,63;76450835630;10.091,55;800737283918;10.075,59;342562701155;10.205,44;281261643708
